SISRecID_BLVr9,HBWv8.1_Binomial,Order,UniqueID_Plastic.study,Source,Common.name_Plastic.study,Site,lat,lon,Age.Class,Date_Text,Date_FirstYR,Date_LastYR,Study.Duration,n,sqrtN,FO,logit.FO,Plastic,Date_MedianYR
22698375,Thalassarche_melanophris,PROCELLARIIFORMES,1171,Roman et al. 2016,Black-browed Albatross,New South Wales,-32.967658,151.732219,Adult,2013,2013,2013,1,1,1,0,-7.265129978,No,2013
22729609,Thalassarche_steadi,PROCELLARIIFORMES,1172,Roman et al. 2016,White-capped Albatross,"Queensland, Australia between Fraser Island and Ballineau",-28.100179,153.463591,Adult,2013,2013,2013,1,1,1,0,-7.265129978,No,2013
22697875,Thalassoica_antarctica,PROCELLARIIFORMES,1173,Roman et al. 2019,Antarctic Petrel,"Australia, South Australia",NA,NA,Mixed,2015,2015,2015,1,1,1,1,7.265129978,Yes,2015
22698114,Pachyptila_desolata,PROCELLARIIFORMES,1174,Roman et al. 2019,Antarctic Prion,"Australia, New South Wales",NA,NA,Adult,1999,1999,1999,1,1,1,1,7.265129978,Yes,1999
22698114,Pachyptila_desolata,PROCELLARIIFORMES,1175,Roman et al. 2019,Antarctic Prion,"Australia, Queensland, Fraser Island",NA,NA,Adult,2000,2000,2000,1,1,1,1,7.265129978,Yes,2000
22698114,Pachyptila_desolata,PROCELLARIIFORMES,1176,Roman et al. 2019,Antarctic Prion,"Australia, Queensland, Fraser Island",NA,NA,Adult,2008,2008,2008,1,1,1,0,-7.265129978,No,2008
22698114,Pachyptila_desolata,PROCELLARIIFORMES,1177,Roman et al. 2019,Antarctic Prion,"Australia, Queensland, Fraser Island",NA,NA,Subadult,2013,2013,2013,1,1,1,1,7.265129978,Yes,2013
22698114,Pachyptila_desolata,PROCELLARIIFORMES,1178,Roman et al. 2019,Antarctic Prion,"Australia, Queensland, Fraser Island",NA,NA,Subadult,2015,2015,2015,1,1,1,1,7.265129978,Yes,2015
22698114,Pachyptila_desolata,PROCELLARIIFORMES,1179,Roman et al. 2019,Antarctic Prion,"New Zealand, North Island, Ahipara Bay",NA,NA,Subadult,2016,2016,2016,1,1,1,1,7.265129978,Yes,2016
22698114,Pachyptila_desolata,PROCELLARIIFORMES,1180,Roman et al. 2019,Antarctic Prion,"New Zealand, North Island, Aukland",NA,NA,Adult,2016,2016,2016,1,1,1,0,-7.265129978,No,2016
22698114,Pachyptila_desolata,PROCELLARIIFORMES,1181,Roman et al. 2019,Antarctic Prion,"New Zealand, North Island, Aukland",NA,NA,Subadult,2016,2016,2016,1,2,1.414213562,1,7.265129978,Yes,2016
22698114,Pachyptila_desolata,PROCELLARIIFORMES,1182,Roman et al. 2019,Antarctic Prion,"New Zealand, North Island, Karioitahi Beach",NA,NA,Adult,2016,2016,2016,1,1,1,1,7.265129978,Yes,2016
22698114,Pachyptila_desolata,PROCELLARIIFORMES,1183,Roman et al. 2019,Antarctic Prion,"New Zealand, North Island, Karioitahi Beach",NA,NA,Mixed,2016,2016,2016,1,2,1.414213562,0,-7.265129978,No,2016
22698114,Pachyptila_desolata,PROCELLARIIFORMES,1184,Roman et al. 2019,Antarctic Prion,"New Zealand, North Island, Karioitahi Beach",NA,NA,Subadult,2016,2016,2016,1,3,1.732050808,0.6667,0.692248573,Yes,2016
22728318,Diomedea_antipodensis,PROCELLARIIFORMES,1185,Roman et al. 2019,Antipodean Albatross,"New Zealand, North Island",NA,NA,Adult,2015,2015,2015,1,1,1,0,-7.265129978,No,2015
22728318,Diomedea_antipodensis,PROCELLARIIFORMES,1186,Roman et al. 2019,Antipodean Albatross,"New Zealand, North Island, Offshore 140 km northwest of Kahurangi National Park",NA,NA,Adult,2015,2015,2015,1,1,1,0,-7.265129978,No,2015
22728318,Diomedea_antipodensis,PROCELLARIIFORMES,1187,Roman et al. 2019,Antipodean Albatross,"New Zealand, North Island, Wellington",NA,NA,Adult,2016,2016,2016,1,1,1,0,-7.265129978,No,2016
22698150,Procellaria_parkinsoni,PROCELLARIIFORMES,1188,Roman et al. 2019,Black Petrel,New Zealand,NA,NA,Adult,2016,2016,2016,1,1,1,0,-7.265129978,No,2016
22698150,Procellaria_parkinsoni,PROCELLARIIFORMES,1189,Roman et al. 2019,Black Petrel,"New Zealand, North Island",NA,NA,Adult,2015,2015,2015,1,4,2,0,-7.265129978,No,2015
22698150,Procellaria_parkinsoni,PROCELLARIIFORMES,1190,Roman et al. 2019,Black Petrel,"New Zealand, North Island",NA,NA,Adult,2016,2016,2016,1,2,1.414213562,0,-7.265129978,No,2016
22698459,Fregetta_tropica,PROCELLARIIFORMES,1191,Roman et al. 2019,Black-bellied Storm-petrel,"New Zealand, Snares Islands",NA,NA,Adult,2015,2015,2015,1,1,1,0,-7.265129978,No,2015
22698375,Thalassarche_melanophris,PROCELLARIIFORMES,1192,Roman et al. 2019,Black-browed Albatross,"Australia, New South Wales",NA,NA,Adult,2011,2011,2011,1,1,1,0,-7.265129978,No,2011
22698375,Thalassarche_melanophris,PROCELLARIIFORMES,1193,Roman et al. 2019,Black-browed Albatross,"Australia, South Australia",NA,NA,Subadult,2015,2015,2015,1,1,1,1,7.265129978,Yes,2015
22698375,Thalassarche_melanophris,PROCELLARIIFORMES,1194,Roman et al. 2019,Black-browed Albatross,DPIPWE-15 (location unknown),NA,NA,Mixed,2009,2009,2009,1,1,1,0,-7.265129978,No,2009
22698375,Thalassarche_melanophris,PROCELLARIIFORMES,1195,Roman et al. 2019,Black-browed Albatross,DPIPWE-15 (location unknown),NA,NA,Subadult,2002,2002,2002,1,1,1,0,-7.265129978,No,2002
22698375,Thalassarche_melanophris,PROCELLARIIFORMES,1196,Roman et al. 2019,Black-browed Albatross,New Zealand,NA,NA,Subadult,2016,2016,2016,1,1,1,0,-7.265129978,No,2016
22698375,Thalassarche_melanophris,PROCELLARIIFORMES,1197,Roman et al. 2019,Black-browed Albatross,"New Zealand, North Island",NA,NA,Adult,2015,2015,2015,1,2,1.414213562,0,-7.265129978,No,2015
22698375,Thalassarche_melanophris,PROCELLARIIFORMES,1198,Roman et al. 2019,Black-browed Albatross,"New Zealand, North Island",NA,NA,Subadult,2015,2015,2015,1,1,1,0,-7.265129978,No,2015
22698375,Thalassarche_melanophris,PROCELLARIIFORMES,1199,Roman et al. 2019,Black-browed Albatross,"New Zealand, North Island",NA,NA,Subadult,2016,2016,2016,1,1,1,0,-7.265129978,No,2016
22697954,Pterodroma_nigripennis,PROCELLARIIFORMES,1200,Roman et al. 2019,Black-winged Petrel,"Australia, Queensland, Fraser Island",NA,NA,Adult,2016,2016,2016,1,1,1,0,-7.265129978,No,2016
22697954,Pterodroma_nigripennis,PROCELLARIIFORMES,1201,Roman et al. 2019,Black-winged Petrel,"New Zealand, North Island, Aukland",NA,NA,Mixed,2005,2005,2005,1,1,1,0,-7.265129978,No,2005
22698102,Halobaena_caerulea,PROCELLARIIFORMES,1202,Roman et al. 2019,Blue Petrel,"New Zealand, North Island, Karioitahi Beach",NA,NA,Mixed,2016,2016,2016,1,1,1,1,7.265129978,Yes,2016
22698106,Pachyptila_vittata,PROCELLARIIFORMES,1203,Roman et al. 2019,Broad-billed Prion,"Australia, New South Wales",NA,NA,Adult,2011,2011,2011,1,1,1,0,-7.265129978,No,2011
22698106,Pachyptila_vittata,PROCELLARIIFORMES,1204,Roman et al. 2019,Broad-billed Prion,"New Zealand, North Island, Aukland",NA,NA,Adult,2016,2016,2016,1,2,1.414213562,0,-7.265129978,No,2016
22698106,Pachyptila_vittata,PROCELLARIIFORMES,1205,Roman et al. 2019,Broad-billed Prion,"New Zealand, North Island, Karioitahi Beach",NA,NA,Subadult,2016,2016,2016,1,7,2.645751311,0.2857,-0.914893108,Yes,2016
22698106,Pachyptila_vittata,PROCELLARIIFORMES,1206,Roman et al. 2019,Broad-billed Prion,"New Zealand, North Island, Manu Bay",NA,NA,Adult,2016,2016,2016,1,2,1.414213562,0.5,0,Yes,2016
22698106,Pachyptila_vittata,PROCELLARIIFORMES,1207,Roman et al. 2019,Broad-billed Prion,"New Zealand, North Island, Manu Bay",NA,NA,Mixed,2016,2016,2016,1,1,1,0,-7.265129978,No,2016
22698106,Pachyptila_vittata,PROCELLARIIFORMES,1208,Roman et al. 2019,Broad-billed Prion,"New Zealand, South Island, Fjordland National Park",NA,NA,Adult,2015,2015,2015,1,1,1,0,-7.265129978,No,2015
22728328,Thalassarche_bulleri,PROCELLARIIFORMES,1209,Roman et al. 2019,Buller's Albatross,"Australia, Queensland, Fraser Island",NA,NA,Adult,2013,2013,2013,1,1,1,1,7.265129978,Yes,2013
22728328,Thalassarche_bulleri,PROCELLARIIFORMES,1210,Roman et al. 2019,Buller's Albatross,DPIPWE-15 (location unknown),NA,NA,Adult,2012,2012,2012,1,2,1.414213562,0,-7.265129978,No,2012
22728328,Thalassarche_bulleri,PROCELLARIIFORMES,1211,Roman et al. 2019,Buller's Albatross,DPIPWE-15 (location unknown),NA,NA,Mixed,2012,2012,2012,1,1,1,0,-7.265129978,No,2012
22728328,Thalassarche_bulleri,PROCELLARIIFORMES,1212,Roman et al. 2019,Buller's Albatross,DPIPWE-15 (location unknown),NA,NA,Subadult,2003,2003,2003,1,1,1,0,-7.265129978,No,2003
22728328,Thalassarche_bulleri,PROCELLARIIFORMES,1213,Roman et al. 2019,Buller's Albatross,New Zealand,NA,NA,Adult,2015,2015,2015,1,1,1,0,-7.265129978,No,2015
22728328,Thalassarche_bulleri,PROCELLARIIFORMES,1214,Roman et al. 2019,Buller's Albatross,New Zealand,NA,NA,Adult,2016,2016,2016,1,1,1,0,-7.265129978,No,2016
22728328,Thalassarche_bulleri,PROCELLARIIFORMES,1215,Roman et al. 2019,Buller's Albatross,"New Zealand, Aukland Island",NA,NA,Adult,2015,2015,2015,1,1,1,0,-7.265129978,No,2015
22728328,Thalassarche_bulleri,PROCELLARIIFORMES,1216,Roman et al. 2019,Buller's Albatross,"New Zealand, Aukland Island",NA,NA,Adult,2016,2016,2016,1,7,2.645751311,0,-7.265129978,No,2016
22728328,Thalassarche_bulleri,PROCELLARIIFORMES,1217,Roman et al. 2019,Buller's Albatross,"New Zealand, Chatham Island",NA,NA,Adult,2015,2015,2015,1,6,2.449489743,0,-7.265129978,No,2015
22728328,Thalassarche_bulleri,PROCELLARIIFORMES,1218,Roman et al. 2019,Buller's Albatross,"New Zealand, Chatham Island",NA,NA,Adult,2016,2016,2016,1,1,1,0,-7.265129978,No,2016
22728328,Thalassarche_bulleri,PROCELLARIIFORMES,1219,Roman et al. 2019,Buller's Albatross,"New Zealand, North Island",NA,NA,Adult,2015,2015,2015,1,2,1.414213562,0,-7.265129978,No,2015
22728328,Thalassarche_bulleri,PROCELLARIIFORMES,1220,Roman et al. 2019,Buller's Albatross,"New Zealand, North Island",NA,NA,Adult,2016,2016,2016,1,2,1.414213562,0,-7.265129978,No,2016
22728328,Thalassarche_bulleri,PROCELLARIIFORMES,1221,Roman et al. 2019,Buller's Albatross,"New Zealand, North Island, Offshore 400 km northwest of Wellington",NA,NA,Adult,2015,2015,2015,1,3,1.732050808,0,-7.265129978,No,2015
22728328,Thalassarche_bulleri,PROCELLARIIFORMES,1222,Roman et al. 2019,Buller's Albatross,"New Zealand, North Island, Wellington",NA,NA,Adult,2015,2015,2015,1,1,1,0,-7.265129978,No,2015
22728328,Thalassarche_bulleri,PROCELLARIIFORMES,1223,Roman et al. 2019,Buller's Albatross,"New Zealand, Snares Islands",NA,NA,Adult,2015,2015,2015,1,3,1.732050808,0,-7.265129978,No,2015
22728328,Thalassarche_bulleri,PROCELLARIIFORMES,1224,Roman et al. 2019,Buller's Albatross,"New Zealand, Snares Islands",NA,NA,Adult,2016,2016,2016,1,11,3.31662479,0,-7.265129978,No,2016
22728328,Thalassarche_bulleri,PROCELLARIIFORMES,1225,Roman et al. 2019,Buller's Albatross,"New Zealand, South Island, Christchurch",NA,NA,Adult,2015,2015,2015,1,2,1.414213562,0,-7.265129978,No,2015
22728328,Thalassarche_bulleri,PROCELLARIIFORMES,1226,Roman et al. 2019,Buller's Albatross,"New Zealand, South Island, Christchurch",NA,NA,Adult,2016,2016,2016,1,2,1.414213562,0,-7.265129978,No,2016
22728328,Thalassarche_bulleri,PROCELLARIIFORMES,1227,Roman et al. 2019,Buller's Albatross,"New Zealand, South Island, Fjordland National Park",NA,NA,Adult,2015,2015,2015,1,4,2,0,-7.265129978,No,2015
22728328,Thalassarche_bulleri,PROCELLARIIFORMES,1228,Roman et al. 2019,Buller's Albatross,"New Zealand, South Island, Fjordland National Park",NA,NA,Adult,2016,2016,2016,1,1,1,0,-7.265129978,No,2016
22728328,Thalassarche_bulleri,PROCELLARIIFORMES,1229,Roman et al. 2019,Buller's Albatross,"New Zealand, South Island, Hokitika",NA,NA,Adult,2015,2015,2015,1,6,2.449489743,0,-7.265129978,No,2015
22728328,Thalassarche_bulleri,PROCELLARIIFORMES,1230,Roman et al. 2019,Buller's Albatross,"New Zealand, South Island, Hokitika",NA,NA,Adult,2016,2016,2016,1,17,4.123105626,0,-7.265129978,No,2016
22728328,Thalassarche_bulleri,PROCELLARIIFORMES,1231,Roman et al. 2019,Buller's Albatross,"New Zealand, South Island, Hokitika",NA,NA,Mixed,2016,2016,2016,1,1,1,0,-7.265129978,No,2016
22728328,Thalassarche_bulleri,PROCELLARIIFORMES,1232,Roman et al. 2019,Buller's Albatross,"New Zealand, South Island, Jackson Bay",NA,NA,Adult,2016,2016,2016,1,9,3,0,-7.265129978,No,2016
22728328,Thalassarche_bulleri,PROCELLARIIFORMES,1233,Roman et al. 2019,Buller's Albatross,"New Zealand, South Island, Mount Cook National Park",NA,NA,Adult,2016,2016,2016,1,2,1.414213562,0,-7.265129978,No,2016
22728349,Thalassarche_impavida,PROCELLARIIFORMES,1234,Roman et al. 2019,Campbell Albatross,New Zealand,NA,NA,Adult,2016,2016,2016,1,1,1,0,-7.265129978,No,2016
22728349,Thalassarche_impavida,PROCELLARIIFORMES,1235,Roman et al. 2019,Campbell Albatross,"New Zealand, Aukland Island",NA,NA,Adult,2016,2016,2016,1,1,1,0,-7.265129978,No,2016
22728349,Thalassarche_impavida,PROCELLARIIFORMES,1236,Roman et al. 2019,Campbell Albatross,"New Zealand, North Island, Offshore 400 km northwest of Wellington",NA,NA,Adult,2015,2015,2015,1,1,1,0,-7.265129978,No,2015
22728349,Thalassarche_impavida,PROCELLARIIFORMES,1237,Roman et al. 2019,Campbell Albatross,"New Zealand, North Island, Wellington",NA,NA,Adult,2016,2016,2016,1,1,1,0,-7.265129978,No,2016
22697879,Daption_capense,PROCELLARIIFORMES,1238,Roman et al. 2019,Cape Petrel,"Australia, South Australia",NA,NA,Mixed,2009,2009,2009,1,1,1,0,-7.265129978,No,2009
22697879,Daption_capense,PROCELLARIIFORMES,1239,Roman et al. 2019,Cape Petrel,DPIPWE-15 (location unknown),NA,NA,Adult,2004,2004,2004,1,1,1,1,7.265129978,Yes,2004
22697879,Daption_capense,PROCELLARIIFORMES,1240,Roman et al. 2019,Cape Petrel,New Zealand,NA,NA,Adult,2016,2016,2016,1,1,1,0,-7.265129978,No,2016
22697879,Daption_capense,PROCELLARIIFORMES,1241,Roman et al. 2019,Cape Petrel,"New Zealand, North Island, Aukland",NA,NA,Subadult,2007,2007,2007,1,1,1,1,7.265129978,Yes,2007
22697879,Daption_capense,PROCELLARIIFORMES,1242,Roman et al. 2019,Cape Petrel,"New Zealand, North Island, Karioitahi Beach",NA,NA,Subadult,2012,2012,2012,1,1,1,0,-7.265129978,No,2012
22697879,Daption_capense,PROCELLARIIFORMES,1243,Roman et al. 2019,Cape Petrel,"New Zealand, Snares Islands",NA,NA,Adult,2015,2015,2015,1,1,1,1,7.265129978,Yes,2015
22697879,Daption_capense,PROCELLARIIFORMES,1244,Roman et al. 2019,Cape Petrel,"New Zealand, South Island, Hokitika",NA,NA,Adult,2015,2015,2015,1,1,1,0,-7.265129978,No,2015
22698393,Thalassarche_eremita,PROCELLARIIFORMES,1245,Roman et al. 2019,Chatham Albatross,"New Zealand, Chatham Island",NA,NA,Adult,2015,2015,2015,1,1,1,0,-7.265129978,No,2015
22698300,Pelecanoides_urinatrix,PROCELLARIIFORMES,1246,Roman et al. 2019,Common Diving-petrel,"Australia, Queensland, Gold Coast",NA,NA,Adult,2013,2013,2013,1,1,1,0,-7.265129978,No,2013
22698300,Pelecanoides_urinatrix,PROCELLARIIFORMES,1247,Roman et al. 2019,Common Diving-petrel,"Australia, South Australia",NA,NA,Mixed,2013,2013,2013,1,1,1,0,-7.265129978,No,2013
22698300,Pelecanoides_urinatrix,PROCELLARIIFORMES,1248,Roman et al. 2019,Common Diving-petrel,"New Zealand, Aukland Island",NA,NA,Adult,2016,2016,2016,1,2,1.414213562,0,-7.265129978,No,2016
22698300,Pelecanoides_urinatrix,PROCELLARIIFORMES,1249,Roman et al. 2019,Common Diving-petrel,"New Zealand, North Island, Ahipara Bay",NA,NA,Mixed,2016,2016,2016,1,1,1,0,-7.265129978,No,2016
22698300,Pelecanoides_urinatrix,PROCELLARIIFORMES,1250,Roman et al. 2019,Common Diving-petrel,"New Zealand, North Island, Karioitahi Beach",NA,NA,Adult,2016,2016,2016,1,3,1.732050808,0,-7.265129978,No,2016
22698300,Pelecanoides_urinatrix,PROCELLARIIFORMES,1251,Roman et al. 2019,Common Diving-petrel,"New Zealand, North Island, Karioitahi Beach",NA,NA,Mixed,2016,2016,2016,1,4,2,0.25,-1.096749099,Yes,2016
22698300,Pelecanoides_urinatrix,PROCELLARIIFORMES,1252,Roman et al. 2019,Common Diving-petrel,"New Zealand, North Island, Manu Bay",NA,NA,Adult,2016,2016,2016,1,5,2.236067977,0.2,-1.383675089,Yes,2016
22698300,Pelecanoides_urinatrix,PROCELLARIIFORMES,1253,Roman et al. 2019,Common Diving-petrel,"New Zealand, North Island, Manu Bay",NA,NA,Mixed,2016,2016,2016,1,1,1,0,-7.265129978,No,2016
22698300,Pelecanoides_urinatrix,PROCELLARIIFORMES,1254,Roman et al. 2019,Common Diving-petrel,"New Zealand, North Island, Papamoa Beach",NA,NA,Subadult,2016,2016,2016,1,5,2.236067977,0,-7.265129978,No,2016
22698300,Pelecanoides_urinatrix,PROCELLARIIFORMES,1255,Roman et al. 2019,Common Diving-petrel,"New Zealand, Snares Islands",NA,NA,Adult,2015,2015,2015,1,1,1,0,-7.265129978,No,2015
22698300,Pelecanoides_urinatrix,PROCELLARIIFORMES,1256,Roman et al. 2019,Common Diving-petrel,"New Zealand, South Island, Christchurch",NA,NA,Adult,2015,2015,2015,1,2,1.414213562,0,-7.265129978,No,2015
22697975,Pterodroma_cookii,PROCELLARIIFORMES,1257,Roman et al. 2019,Cook's Petrel,"Australia, New South Wales",NA,NA,Adult,2013,2013,2013,1,1,1,0,-7.265129978,No,2013
22697975,Pterodroma_cookii,PROCELLARIIFORMES,1258,Roman et al. 2019,Cook's Petrel,"New Zealand, North Island, Ahipara Bay",NA,NA,Mixed,2010,2010,2010,1,1,1,0,-7.265129978,No,2010
22697975,Pterodroma_cookii,PROCELLARIIFORMES,1259,Roman et al. 2019,Cook's Petrel,"New Zealand, North Island, Ahipara Bay",NA,NA,Mixed,2015,2015,2015,1,1,1,0,-7.265129978,No,2015
22697975,Pterodroma_cookii,PROCELLARIIFORMES,1260,Roman et al. 2019,Cook's Petrel,"New Zealand, North Island, Ahipara Bay",NA,NA,Subadult,2010,2010,2010,1,1,1,0,-7.265129978,No,2010
22697975,Pterodroma_cookii,PROCELLARIIFORMES,1261,Roman et al. 2019,Cook's Petrel,"New Zealand, North Island, Aukland",NA,NA,Adult,2008,2008,2008,1,1,1,0,-7.265129978,No,2008
22697975,Pterodroma_cookii,PROCELLARIIFORMES,1262,Roman et al. 2019,Cook's Petrel,"New Zealand, North Island, Karioitahi Beach",NA,NA,Mixed,2015,2015,2015,1,1,1,1,7.265129978,Yes,2015
22697975,Pterodroma_cookii,PROCELLARIIFORMES,1263,Roman et al. 2019,Cook's Petrel,"New Zealand, North Island, Offshore 30 km northwest of Mt Taranaki",NA,NA,Adult,2015,2015,2015,1,1,1,0,-7.265129978,No,2015
22698124,Pachyptila_turtur,PROCELLARIIFORMES,1264,Roman et al. 2019,Fairy Prion,"Australia, New South Wales",NA,NA,Adult,2005,2005,2005,1,1,1,0,-7.265129978,No,2005
22698124,Pachyptila_turtur,PROCELLARIIFORMES,1265,Roman et al. 2019,Fairy Prion,"Australia, New South Wales",NA,NA,Adult,2013,2013,2013,1,1,1,0,-7.265129978,No,2013
22698124,Pachyptila_turtur,PROCELLARIIFORMES,1266,Roman et al. 2019,Fairy Prion,"Australia, New South Wales",NA,NA,Subadult,2013,2013,2013,1,4,2,0.25,-1.096749099,Yes,2013
22698124,Pachyptila_turtur,PROCELLARIIFORMES,1267,Roman et al. 2019,Fairy Prion,"Australia, Queensland, Currumbin",NA,NA,Subadult,2013,2013,2013,1,20,4.472135955,0.25,-1.096749099,Yes,2013
22698124,Pachyptila_turtur,PROCELLARIIFORMES,1268,Roman et al. 2019,Fairy Prion,"Australia, Queensland, Fraser Island",NA,NA,Adult,2000,2000,2000,1,1,1,1,7.265129978,Yes,2000
22698124,Pachyptila_turtur,PROCELLARIIFORMES,1269,Roman et al. 2019,Fairy Prion,"Australia, Queensland, Fraser Island",NA,NA,Adult,2001,2001,2001,1,1,1,1,7.265129978,Yes,2001
22698124,Pachyptila_turtur,PROCELLARIIFORMES,1270,Roman et al. 2019,Fairy Prion,"Australia, Queensland, Fraser Island",NA,NA,Adult,2013,2013,2013,1,4,2,0.5,0,Yes,2013
22698124,Pachyptila_turtur,PROCELLARIIFORMES,1271,Roman et al. 2019,Fairy Prion,"Australia, Queensland, Fraser Island",NA,NA,Subadult,2008,2008,2008,1,1,1,0,-7.265129978,No,2008
22698124,Pachyptila_turtur,PROCELLARIIFORMES,1272,Roman et al. 2019,Fairy Prion,"Australia, Queensland, Fraser Island",NA,NA,Subadult,2013,2013,2013,1,17,4.123105626,0.3529,-0.605415676,Yes,2013
22698124,Pachyptila_turtur,PROCELLARIIFORMES,1273,Roman et al. 2019,Fairy Prion,"Australia, Queensland, Fraser Island",NA,NA,Subadult,2015,2015,2015,1,4,2,0,-7.265129978,No,2015
22698124,Pachyptila_turtur,PROCELLARIIFORMES,1274,Roman et al. 2019,Fairy Prion,"Australia, Queensland, Fraser Island",NA,NA,Subadult,2016,2016,2016,1,3,1.732050808,0,-7.265129978,No,2016
22698124,Pachyptila_turtur,PROCELLARIIFORMES,1275,Roman et al. 2019,Fairy Prion,"Australia, Queensland, Gold Coast",NA,NA,Subadult,2013,2013,2013,1,1,1,1,7.265129978,Yes,2013
22698124,Pachyptila_turtur,PROCELLARIIFORMES,1276,Roman et al. 2019,Fairy Prion,"Australia, Queensland, North Stradbroke Island",NA,NA,Subadult,2008,2008,2008,1,1,1,1,7.265129978,Yes,2008
22698124,Pachyptila_turtur,PROCELLARIIFORMES,1277,Roman et al. 2019,Fairy Prion,"Australia, South Australia",NA,NA,Adult,2013,2013,2013,1,2,1.414213562,0,-7.265129978,No,2013
22698124,Pachyptila_turtur,PROCELLARIIFORMES,1278,Roman et al. 2019,Fairy Prion,"Australia, South Australia",NA,NA,Adult,2016,2016,2016,1,1,1,1,7.265129978,Yes,2016
22698124,Pachyptila_turtur,PROCELLARIIFORMES,1279,Roman et al. 2019,Fairy Prion,"Australia, Tasmania",NA,NA,Subadult,2016,2016,2016,1,4,2,0,-7.265129978,No,2016
22698124,Pachyptila_turtur,PROCELLARIIFORMES,1280,Roman et al. 2019,Fairy Prion,"Australia, Tasmania",NA,NA,Subadult,2017,2017,2017,1,18,4.242640687,0.6111,0.45128486,Yes,2017
22698124,Pachyptila_turtur,PROCELLARIIFORMES,1281,Roman et al. 2019,Fairy Prion,"New Zealand, North Island, Aukland",NA,NA,Subadult,2017,2017,2017,1,1,1,0,-7.265129978,No,2017
22698124,Pachyptila_turtur,PROCELLARIIFORMES,1282,Roman et al. 2019,Fairy Prion,"New Zealand, North Island, Karioitahi Beach",NA,NA,Adult,2016,2016,2016,1,45,6.708203932,0.1778,-1.528246085,Yes,2016
22698124,Pachyptila_turtur,PROCELLARIIFORMES,1283,Roman et al. 2019,Fairy Prion,"New Zealand, North Island, Karioitahi Beach",NA,NA,Subadult,2016,2016,2016,1,51,7.141428429,0.2549,-1.070843745,Yes,2016
22698124,Pachyptila_turtur,PROCELLARIIFORMES,1284,Roman et al. 2019,Fairy Prion,"New Zealand, North Island, Manu Bay",NA,NA,Adult,2016,2016,2016,1,11,3.31662479,0.1818,-1.501211803,Yes,2016
22698124,Pachyptila_turtur,PROCELLARIIFORMES,1285,Roman et al. 2019,Fairy Prion,"New Zealand, North Island, Manu Bay",NA,NA,Mixed,2016,2016,2016,1,4,2,0,-7.265129978,No,2016
22698124,Pachyptila_turtur,PROCELLARIIFORMES,1286,Roman et al. 2019,Fairy Prion,"New Zealand, North Island, Manu Bay",NA,NA,Subadult,2016,2016,2016,1,5,2.236067977,0,-7.265129978,No,2016
22698124,Pachyptila_turtur,PROCELLARIIFORMES,1287,Roman et al. 2019,Fairy Prion,"New Zealand, North Island, Wellington",NA,NA,Adult,2016,2016,2016,1,2,1.414213562,0,-7.265129978,No,2016
22698124,Pachyptila_turtur,PROCELLARIIFORMES,1288,Roman et al. 2019,Fairy Prion,"New Zealand, North Island, Wellington",NA,NA,Mixed,2016,2016,2016,1,1,1,0,-7.265129978,No,2016
22698124,Pachyptila_turtur,PROCELLARIIFORMES,1289,Roman et al. 2019,Fairy Prion,"New Zealand, North Island, Wellington",NA,NA,Subadult,2016,2016,2016,1,1,1,0,-7.265129978,No,2016
22698124,Pachyptila_turtur,PROCELLARIIFORMES,1290,Roman et al. 2019,Fairy Prion,"New Zealand, South Island, Oreti Beach",NA,NA,Adult,2015,2015,2015,1,1,1,1,7.265129978,Yes,2015
22698124,Pachyptila_turtur,PROCELLARIIFORMES,1291,Roman et al. 2019,Fairy Prion,"New Zealand, South Island, Oreti Beach",NA,NA,Adult,2016,2016,2016,1,2,1.414213562,0.5,0,Yes,2016
22698124,Pachyptila_turtur,PROCELLARIIFORMES,1292,Roman et al. 2019,Fairy Prion,"New Zealand, South Island, Oreti Beach",NA,NA,Subadult,2015,2015,2015,1,2,1.414213562,0,-7.265129978,No,2015
22698124,Pachyptila_turtur,PROCELLARIIFORMES,1293,Roman et al. 2019,Fairy Prion,"New Zealand, South Island, Oreti Beach",NA,NA,Subadult,2016,2016,2016,1,3,1.732050808,0.3333,-0.692248573,Yes,2016
22698188,Ardenna_carneipes,PROCELLARIIFORMES,1294,Roman et al. 2019,Flesh-footed Shearwater,"Australia, Western Australia",NA,NA,Adult,2011,2011,2011,1,2,1.414213562,0.5,0,Yes,2011
22698188,Ardenna_carneipes,PROCELLARIIFORMES,1295,Roman et al. 2019,Flesh-footed Shearwater,"Australia, Western Australia",NA,NA,Adult,2013,2013,2013,1,5,2.236067977,0.2,-1.383675089,Yes,2013
22698188,Ardenna_carneipes,PROCELLARIIFORMES,1296,Roman et al. 2019,Flesh-footed Shearwater,"Australia, Western Australia",NA,NA,Adult,2014,2014,2014,1,12,3.464101615,0.1667,-1.605847244,Yes,2014
22698188,Ardenna_carneipes,PROCELLARIIFORMES,1297,Roman et al. 2019,Flesh-footed Shearwater,"Australia, Western Australia",NA,NA,Adult,2015,2015,2015,1,3,1.732050808,0.3333,-0.692248573,Yes,2015
22698188,Ardenna_carneipes,PROCELLARIIFORMES,1298,Roman et al. 2019,Flesh-footed Shearwater,"Australia, Western Australia",NA,NA,Adult,2016,2016,2016,1,29,5.385164807,0.3448,-0.641015695,Yes,2016
