SISRecID_BLVr9,Common.name_HBWBLv6,TipLabel_HBWBLv6,ROTL.tip.label,Order,BLFamilyEnglish,Family.Name_HBWBLv6,UniqueID_Plastic.study,Source,Common.name_Plastic.study,Site,lat,lon,Age.Class,Date_Text,Date_FirstYR,Date_LastYR,Study.Duration,n,sqrtN,FO,logit.FO,Plastic,Date_MedianYR
22698209,Sooty Shearwater,Ardenna_grisea,Ardenna_grisea,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,1475,Roman et al. 2019,Sooty Shearwater,"New Zealand, Snares Islands",NA,NA,Adult,2015,2015,2015,1,10,3.16227766,0.1,-2.191026439,Yes,2015
22698209,Sooty Shearwater,Ardenna_grisea,Ardenna_grisea,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,1476,Roman et al. 2019,Sooty Shearwater,"New Zealand, Snares Islands",NA,NA,Adult,2016,2016,2016,1,8,2.828427125,0.375,-0.51008007,Yes,2016
22698209,Sooty Shearwater,Ardenna_grisea,Ardenna_grisea,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,1477,Roman et al. 2019,Sooty Shearwater,"New Zealand, South Island, Christchurch",NA,NA,Adult,2015,2015,2015,1,1,1,0,-7.265129978,No,2015
22698209,Sooty Shearwater,Ardenna_grisea,Ardenna_grisea,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,1478,Roman et al. 2019,Sooty Shearwater,"New Zealand, South Island, Dunedin",NA,NA,Adult,2015,2015,2015,1,12,3.464101615,0.0833,-2.390726783,Yes,2015
22698209,Sooty Shearwater,Ardenna_grisea,Ardenna_grisea,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,1479,Roman et al. 2019,Sooty Shearwater,"New Zealand, South Island, Fjordland National Park",NA,NA,Adult,2015,2015,2015,1,11,3.31662479,0.5455,0.182248326,Yes,2015
22698209,Sooty Shearwater,Ardenna_grisea,Ardenna_grisea,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,1480,Roman et al. 2019,Sooty Shearwater,"New Zealand, South Island, Fjordland National Park",NA,NA,Adult,2016,2016,2016,1,2,1.414213562,0,-7.265129978,No,2016
22698209,Sooty Shearwater,Ardenna_grisea,Ardenna_grisea,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,1481,Roman et al. 2019,Sooty Shearwater,"New Zealand, South Island, Hokitika",NA,NA,Adult,2015,2015,2015,1,1,1,0,-7.265129978,No,2015
22698209,Sooty Shearwater,Ardenna_grisea,Ardenna_grisea,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,1482,Roman et al. 2019,Sooty Shearwater,"New Zealand, South Island, Oreti Beach",NA,NA,Adult,2011,2011,2011,1,1,1,0,-7.265129978,No,2011
22698209,Sooty Shearwater,Ardenna_grisea,Ardenna_grisea,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,1483,Roman et al. 2019,Sooty Shearwater,"New Zealand, South Island, Oreti Beach",NA,NA,Adult,2012,2012,2012,1,1,1,0,-7.265129978,No,2012
22697870,Southern Fulmar,Fulmarus_glacialoides,Fulmarus_glacialoides,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,894,Ainley et al. 1990a,Southern Fulmar,Scotia Sea,-58.555249,-36.096044,Adult,1988,1988,1988,1,49,7,0.02,-3.858132902,Yes,1988
22697870,Southern Fulmar,Fulmarus_glacialoides,Fulmarus_glacialoides,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,895,Ainley et al. 1990a,Southern Fulmar,Weddell Sea,-71.411128,-44.854941,Adult,1988,1988,1988,1,18,4.242640687,0.06,-2.740680581,Yes,1988
22697870,Southern Fulmar,Fulmarus_glacialoides,Fulmarus_glacialoides,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,1484,Roman et al. 2019,Southern Fulmar,"Australia, South Australia",NA,NA,Adult,2015,2015,2015,1,1,1,0,-7.265129978,No,2015
22697870,Southern Fulmar,Fulmarus_glacialoides,Fulmarus_glacialoides,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,1485,Roman et al. 2019,Southern Fulmar,"New Zealand, North Island, Aukland",NA,NA,Subadult,2016,2016,2016,1,1,1,1,7.265129978,Yes,2016
22697870,Southern Fulmar,Fulmarus_glacialoides,Fulmarus_glacialoides,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,1486,Roman et al. 2019,Southern Fulmar,"New Zealand, South Island, Oreti Beach",NA,NA,Subadult,2015,2015,2015,1,1,1,1,7.265129978,Yes,2015
22697870,Southern Fulmar,Fulmarus_glacialoides,Fulmarus_glacialoides,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,899,Ainley et al. 1990a,Southern Fulmar,Weddell Sea,-69.951182,-50.273438,Subadult/Adult,1976-1988,1986,1986,1,18,4.242640687,0.06,-2.740680581,Yes,1986
22697870,Southern Fulmar,Fulmarus_glacialoides,Fulmarus_glacialoides,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,903,Tourinho et al. 2010,Southern Fulmar,Rio Grande do Sul,-31.807168,-51.618266,Subadult/Adult,2007,2007,2007,1,1,1,0,-7.265129978,No,2007
22697852,Southern Giant Petrel,Macronectes_giganteus,Macronectes_giganteus,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,915,Tourinho et al. 2010,Southern Giant-petrel,Rio Grande do Sul,-31.807168,-51.618266,Adult,2007,2007,2007,1,2,1.414213562,1,7.265129978,Yes,2007
22697852,Southern Giant Petrel,Macronectes_giganteus,Macronectes_giganteus,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,1102,Roman et al. 2016,Southern Giant-petrel,"Queensland, Australia between Fraser Island and Ballineau",-28.100179,153.463591,Adult,2013,2013,2013,1,1,1,1,7.265129978,Yes,2013
22697852,Southern Giant Petrel,Macronectes_giganteus,Macronectes_giganteus,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,1487,Roman et al. 2019,Southern Giant Petrel,"Australia, New South Wales",NA,NA,Adult,2013,2013,2013,1,1,1,1,7.265129978,Yes,2013
22697852,Southern Giant Petrel,Macronectes_giganteus,Macronectes_giganteus,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,1489,Roman et al. 2019,Southern Giant Petrel,"Australia, Queensland, Currumbin",NA,NA,Adult,2013,2013,2013,1,1,1,0,-7.265129978,No,2013
22697852,Southern Giant Petrel,Macronectes_giganteus,Macronectes_giganteus,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,1493,Roman et al. 2019,Southern Giant Petrel,"New Zealand, North Island, Aukland",NA,NA,Adult,2016,2016,2016,1,1,1,1,7.265129978,Yes,2016
22697852,Southern Giant Petrel,Macronectes_giganteus,Macronectes_giganteus,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,1491,Roman et al. 2019,Southern Giant Petrel,"Australia, South Australia",NA,NA,Mixed,2014,2014,2014,1,1,1,0,-7.265129978,No,2014
22697852,Southern Giant Petrel,Macronectes_giganteus,Macronectes_giganteus,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,910,Copello & Quintana 2003,Southern Giant-petrel,"Isla Arce, Patagonia Shelf, Argentina",-45,-65.5,Nest-bound,2002,2002,2002,1,73,8.544003745,0.66,0.662297554,Yes,2002
22697852,Southern Giant Petrel,Macronectes_giganteus,Macronectes_giganteus,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,1103,Roman et al. 2016,Southern Giant-petrel,"Queensland, Australia between Fraser Island and Ballineau",-28.100179,153.463591,Subadult,2013,2013,2013,1,3,1.732050808,0.6667,0.692248573,Yes,2013
22697852,Southern Giant Petrel,Macronectes_giganteus,Macronectes_giganteus,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,1488,Roman et al. 2019,Southern Giant Petrel,"Australia, New South Wales",NA,NA,Subadult,2010,2010,2010,1,1,1,1,7.265129978,Yes,2010
22697852,Southern Giant Petrel,Macronectes_giganteus,Macronectes_giganteus,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,1490,Roman et al. 2019,Southern Giant Petrel,"Australia, Queensland, Fraser Island",NA,NA,Subadult,2013,2013,2013,1,1,1,1,7.265129978,Yes,2013
22697852,Southern Giant Petrel,Macronectes_giganteus,Macronectes_giganteus,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,1492,Roman et al. 2019,Southern Giant Petrel,"Australia, South Australia",NA,NA,Subadult,2016,2016,2016,1,1,1,0,-7.265129978,No,2016
22697852,Southern Giant Petrel,Macronectes_giganteus,Macronectes_giganteus,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,907,Ainley et al. 1990a,Southern Giant-petrel,Weddell Sea,-69.951182,-50.273438,Subadult/Adult,1976-1988,1986,1986,1,2,1.414213562,0,-7.265129978,No,1986
22728437,Spectacled Petrel,Procellaria_conspicillata,Procellaria_conspicillata,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,920,Colabuono & Vooren 2007,Spectacled Petrel,Rio Grande do Sul,-31.807168,-51.618266,Subadult/Adult,2004,2004,2004,1,7,2.645751311,0.28,-0.942936479,Yes,2004
22728437,Spectacled Petrel,Procellaria_conspicillata,Procellaria_conspicillata,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,922,Colabuono et al. 2010,Spectacled Petrel,Brazil,-14.235004,-51.92528,Subadult/Adult,1991,1991,1991,1,3,1.732050808,0.33,-0.707110323,Yes,1991
22697997,Stejneger's Petrel,Pterodroma_longirostris,Pterodroma_longirostris,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,924,Blight and Burger 1997,Stejneger's Petrel,North Pacific,45.522224,-122.679826,Subadult/Adult,1987,1987,1987,1,1,1,1,7.265129978,Yes,1987
22697925,Tahiti Petrel,Pseudobulweria_rostrata,Pseudobulweria_rostrata,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,1134,Roman et al. 2016,Tahiti Petrel,"Queensland, Australia between Fraser Island and Ballineau",-28.100179,153.463591,Adult,2013,2013,2013,1,1,1,0,-7.265129978,No,2013
22698005,Trindade Petrel,Pterodroma_arminjoniana,Pterodroma_arminjoniana,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,958,Tavares et al. 2017,Trindade Petrel,South-eastern Brazillian Coast (18çS to 23çS),-23.058727,-43.652171,Adult,2013,2013,2013,1,1,1,0,-7.265129978,No,2013
22698175,Wedge-tailed Shearwater,Ardenna_pacifica,Ardenna_pacifica,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,989,Fry et al. 1987,Wedge-tailed Shearwater,"Manana Is, Oahu",21.443732,-157.907202,Adult,1984,1984,1984,1,20,4.472135955,0.6,0.404882624,Yes,1984
22698175,Wedge-tailed Shearwater,Ardenna_pacifica,Ardenna_pacifica,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,990,Hardesty et al. 2014,Wedge-tailed Shearwater,"Heron Island, Queensland, Australia",-23.4422976,151.9148004,Adult,2014,2014,2014,1,8,2.828427125,0.125,-1.941125451,Yes,2014
22698175,Wedge-tailed Shearwater,Ardenna_pacifica,Ardenna_pacifica,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,997,Sileo et al. 1990a,Wedge-tailed Shearwater,Johnston Atoll,16.744884,-169.509879,Adult,1987,1987,1987,1,6,2.449489743,0.05,-2.931272645,Yes,1987
22698175,Wedge-tailed Shearwater,Ardenna_pacifica,Ardenna_pacifica,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,998,Sileo et al. 1990a,Wedge-tailed Shearwater,"Kauai Island, Hawaii",22.09644,-159.526124,Adult,1987,1987,1987,1,35,5.916079783,0.03,-3.453754806,Yes,1987
22698175,Wedge-tailed Shearwater,Ardenna_pacifica,Ardenna_pacifica,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,1000,Sileo et al. 1990a,Wedge-tailed Shearwater,Laysan Island,25.767853,-171.732206,Adult,1987,1987,1987,1,35,5.916079783,0.14,-1.811116048,Yes,1987
22698175,Wedge-tailed Shearwater,Ardenna_pacifica,Ardenna_pacifica,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,1001,Sileo et al. 1990a,Wedge-tailed Shearwater,Midway Atoll,28.210076,-177.376111,Adult,1987,1987,1987,1,35,5.916079783,0.29,-0.893958592,Yes,1987
22698175,Wedge-tailed Shearwater,Ardenna_pacifica,Ardenna_pacifica,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,1002,Sileo et al. 1990a,Wedge-tailed Shearwater,Nihoa Island,23.060366,-161.922026,Adult,1987,1987,1987,1,6,2.449489743,0.03,-3.453754806,Yes,1987
22698175,Wedge-tailed Shearwater,Ardenna_pacifica,Ardenna_pacifica,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,1003,Sileo et al. 1990a,Wedge-tailed Shearwater,Tern Island,23.868823,-166.285503,Adult,1987,1987,1987,1,85,9.219544457,0.15,-1.730768434,Yes,1987
22698175,Wedge-tailed Shearwater,Ardenna_pacifica,Ardenna_pacifica,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,1005,Verlis et al. 2013,Wedge-tailed Shearwater,"Heron Island, Queensland, Australia",-23.442298,151.9148,Adult,2012,2012,2012,1,32,5.656854249,0,-7.265129978,No,2012
22698175,Wedge-tailed Shearwater,Ardenna_pacifica,Ardenna_pacifica,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,1151,Roman et al. 2016,Wedge-tailed Shearwater,"Queensland, Australia between Fraser Island and Ballineau",-28.100179,153.463591,Adult,2013,2013,2013,1,28,5.291502622,0.1429,-1.787339315,Yes,2013
22698175,Wedge-tailed Shearwater,Ardenna_pacifica,Ardenna_pacifica,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,1501,Roman et al. 2019,Wedge-tailed Shearwater,"Australia, New South Wales",NA,NA,Adult,2013,2013,2013,1,23,4.795831523,0.1739,-1.555065184,Yes,2013
22698175,Wedge-tailed Shearwater,Ardenna_pacifica,Ardenna_pacifica,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,1502,Roman et al. 2019,Wedge-tailed Shearwater,"Australia, Queensland, Currumbin",NA,NA,Adult,2013,2013,2013,1,4,2,0,-7.265129978,No,2013
22698175,Wedge-tailed Shearwater,Ardenna_pacifica,Ardenna_pacifica,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,992,Hutton et al. 2008,Wedge-tailed Shearwater,Lord Howe Is,-31.555326,159.082121,Nest-bound,2005,2005,2005,1,30,5.477225575,0.43,-0.281451885,Yes,2005
22698175,Wedge-tailed Shearwater,Ardenna_pacifica,Ardenna_pacifica,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,999,Sileo et al. 1990a,Wedge-tailed Shearwater,"Kauai Island, Hawaii",22.09644,-159.526124,Nest-bound,1987,1987,1987,1,7,2.645751311,0.29,-0.893958592,Yes,1987
22698175,Wedge-tailed Shearwater,Ardenna_pacifica,Ardenna_pacifica,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,1006,Verlis et al. 2013,Wedge-tailed Shearwater,"Heron Island, Queensland, Australia",-23.442298,151.9148,Nest-bound,2012,2012,2012,1,24,4.898979486,0.208,-1.334547026,Yes,2012
22698155,Westland Petrel,Procellaria_westlandica,Procellaria_westlandica,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,1503,Roman et al. 2019,Westland Petrel,New Zealand,NA,NA,Adult,2016,2016,2016,1,2,1.414213562,0.5,0,Yes,2016
22698155,Westland Petrel,Procellaria_westlandica,Procellaria_westlandica,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,1506,Roman et al. 2019,Westland Petrel,"New Zealand, South Island, Hokitika",NA,NA,Adult,2015,2015,2015,1,4,2,0,-7.265129978,No,2015
22698155,Westland Petrel,Procellaria_westlandica,Procellaria_westlandica,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,1507,Roman et al. 2019,Westland Petrel,"New Zealand, South Island, Hokitika",NA,NA,Adult,2016,2016,2016,1,5,2.236067977,0,-7.265129978,No,2016
22698155,Westland Petrel,Procellaria_westlandica,Procellaria_westlandica,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,1509,Roman et al. 2019,Westland Petrel,"New Zealand, South Island, Jackson Bay",NA,NA,Adult,2016,2016,2016,1,1,1,0,-7.265129978,No,2016
22698155,Westland Petrel,Procellaria_westlandica,Procellaria_westlandica,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,1504,Roman et al. 2019,Westland Petrel,New Zealand,NA,NA,Mixed,2001,2001,2001,1,1,1,0,-7.265129978,No,2001
22698155,Westland Petrel,Procellaria_westlandica,Procellaria_westlandica,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,1505,Roman et al. 2019,Westland Petrel,New Zealand,NA,NA,Mixed,2015,2015,2015,1,1,1,0,-7.265129978,No,2015
22698155,Westland Petrel,Procellaria_westlandica,Procellaria_westlandica,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,1508,Roman et al. 2019,Westland Petrel,"New Zealand, South Island, Hokitika",NA,NA,Mixed,2016,2016,2016,1,1,1,0,-7.265129978,No,2016
22698140,White-chinned Petrel,Procellaria_aequinoctialis,Procellaria_aequinoctialis,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,1043,Furness 1983,White-chinned Petrel,"Benguela Current, SA",18.408724,-34.373693,Adult,1981,1981,1981,1,20,4.472135955,0.05,-2.931272645,Yes,1981
22698140,White-chinned Petrel,Procellaria_aequinoctialis,Procellaria_aequinoctialis,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,1048,Robertson et al. 2004,White-chinned Petrel,New Zealand,-46.312086,174.115693,Adult,1998,1998,1998,1,12,3.464101615,0.08,-2.434395675,Yes,1998
22698140,White-chinned Petrel,Procellaria_aequinoctialis,Procellaria_aequinoctialis,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,1049,Robertson et al. 2004,White-chinned Petrel,New Zealand,-46.312086,174.115693,Adult,1999,1999,1999,1,34,5.830951895,0.03,-3.453754806,Yes,1999
22698140,White-chinned Petrel,Procellaria_aequinoctialis,Procellaria_aequinoctialis,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,1050,Robertson et al. 2004,White-chinned Petrel,New Zealand,-46.312086,174.115693,Adult,2000,2000,2000,1,278,16.673332,0.11,-2.085183831,Yes,2000
22698140,White-chinned Petrel,Procellaria_aequinoctialis,Procellaria_aequinoctialis,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,1051,Robertson et al. 2004,White-chinned Petrel,New Zealand,-46.312086,174.115693,Adult,2001,2001,2001,1,361,19,0.09,-2.306656177,Yes,2001
22698140,White-chinned Petrel,Procellaria_aequinoctialis,Procellaria_aequinoctialis,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,1056,Tavares et al. 2017,White-chinned Petrel,South-eastern Brazillian Coast (18çS to 23çS),-23.058727,-43.652171,Adult,2013,2013,2013,1,7,2.645751311,0.43,-0.281451885,Yes,2013
22698140,White-chinned Petrel,Procellaria_aequinoctialis,Procellaria_aequinoctialis,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,1058,Tourinho et al. 2010,White-chinned Petrel,Rio Grande do Sul,-31.807168,-51.618266,Adult,2007,2007,2007,1,1,1,1,7.265129978,Yes,2007
22698140,White-chinned Petrel,Procellaria_aequinoctialis,Procellaria_aequinoctialis,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,1510,Roman et al. 2019,White-chinned Petrel,DPIPWE-15 (location unknown),NA,NA,Adult,2004,2004,2004,1,1,1,0,-7.265129978,No,2004
22698140,White-chinned Petrel,Procellaria_aequinoctialis,Procellaria_aequinoctialis,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,1511,Roman et al. 2019,White-chinned Petrel,DPIPWE-15 (location unknown),NA,NA,Adult,2010,2010,2010,1,1,1,0,-7.265129978,No,2010
22698140,White-chinned Petrel,Procellaria_aequinoctialis,Procellaria_aequinoctialis,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,1515,Roman et al. 2019,White-chinned Petrel,New Zealand,NA,NA,Adult,1999,1999,1999,1,2,1.414213562,0,-7.265129978,No,1999
22698140,White-chinned Petrel,Procellaria_aequinoctialis,Procellaria_aequinoctialis,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,1516,Roman et al. 2019,White-chinned Petrel,New Zealand,NA,NA,Adult,2016,2016,2016,1,2,1.414213562,0,-7.265129978,No,2016
22698140,White-chinned Petrel,Procellaria_aequinoctialis,Procellaria_aequinoctialis,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,1517,Roman et al. 2019,White-chinned Petrel,"New Zealand, Aukland Island",NA,NA,Adult,2015,2015,2015,1,55,7.416198487,0,-7.265129978,No,2015
22698140,White-chinned Petrel,Procellaria_aequinoctialis,Procellaria_aequinoctialis,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,1518,Roman et al. 2019,White-chinned Petrel,"New Zealand, Aukland Island",NA,NA,Adult,2016,2016,2016,1,10,3.16227766,0,-7.265129978,No,2016
22698140,White-chinned Petrel,Procellaria_aequinoctialis,Procellaria_aequinoctialis,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,1519,Roman et al. 2019,White-chinned Petrel,"New Zealand, Chatham Island",NA,NA,Adult,2015,2015,2015,1,43,6.557438524,0.0233,-3.706842154,Yes,2015
22698140,White-chinned Petrel,Procellaria_aequinoctialis,Procellaria_aequinoctialis,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,1520,Roman et al. 2019,White-chinned Petrel,"New Zealand, Chatham Island",NA,NA,Adult,2016,2016,2016,1,31,5.567764363,0.0323,-3.379137664,Yes,2016
22698140,White-chinned Petrel,Procellaria_aequinoctialis,Procellaria_aequinoctialis,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,1522,Roman et al. 2019,White-chinned Petrel,"New Zealand, North Island, Offshore 140 km northwest of Kahurangi National Park",NA,NA,Adult,2015,2015,2015,1,2,1.414213562,0,-7.265129978,No,2015
22698140,White-chinned Petrel,Procellaria_aequinoctialis,Procellaria_aequinoctialis,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,1523,Roman et al. 2019,White-chinned Petrel,"New Zealand, Offshore 400 km southeast of Dunedin",NA,NA,Adult,2015,2015,2015,1,3,1.732050808,0,-7.265129978,No,2015
22698140,White-chinned Petrel,Procellaria_aequinoctialis,Procellaria_aequinoctialis,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,1524,Roman et al. 2019,White-chinned Petrel,"New Zealand, Snares Islands",NA,NA,Adult,2015,2015,2015,1,21,4.582575695,0,-7.265129978,No,2015
22698140,White-chinned Petrel,Procellaria_aequinoctialis,Procellaria_aequinoctialis,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,1525,Roman et al. 2019,White-chinned Petrel,"New Zealand, Snares Islands",NA,NA,Adult,2016,2016,2016,1,18,4.242640687,0,-7.265129978,No,2016
22698140,White-chinned Petrel,Procellaria_aequinoctialis,Procellaria_aequinoctialis,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,1526,Roman et al. 2019,White-chinned Petrel,"New Zealand, South Island, Christchurch",NA,NA,Adult,2015,2015,2015,1,2,1.414213562,0,-7.265129978,No,2015
22698140,White-chinned Petrel,Procellaria_aequinoctialis,Procellaria_aequinoctialis,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,1527,Roman et al. 2019,White-chinned Petrel,"New Zealand, South Island, Dunedin",NA,NA,Adult,2015,2015,2015,1,1,1,0,-7.265129978,No,2015
22698140,White-chinned Petrel,Procellaria_aequinoctialis,Procellaria_aequinoctialis,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,1528,Roman et al. 2019,White-chinned Petrel,"New Zealand, South Island, Fjordland National Park",NA,NA,Adult,2015,2015,2015,1,15,3.872983346,0,-7.265129978,No,2015
22698140,White-chinned Petrel,Procellaria_aequinoctialis,Procellaria_aequinoctialis,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,1529,Roman et al. 2019,White-chinned Petrel,"New Zealand, South Island, Fjordland National Park",NA,NA,Adult,2016,2016,2016,1,4,2,0,-7.265129978,No,2016
22698140,White-chinned Petrel,Procellaria_aequinoctialis,Procellaria_aequinoctialis,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,1530,Roman et al. 2019,White-chinned Petrel,"New Zealand, South Island, Hokitika",NA,NA,Adult,2016,2016,2016,1,1,1,0,-7.265129978,No,2016
22698140,White-chinned Petrel,Procellaria_aequinoctialis,Procellaria_aequinoctialis,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,1042,Day et al. 1984,White-chinned Petrel,South Africa,-30.559482,22.937506,Mixed,1981,1981,1981,1,20,4.472135955,0.05,-2.931272645,Yes,1981
22698140,White-chinned Petrel,Procellaria_aequinoctialis,Procellaria_aequinoctialis,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,1053,"Ryan, 2008",White-chinned Petrel,Nightengale Island,-37.428384,-12.479868,Mixed,2005,2005,2005,1,526,22.93468988,NA,NA,Yes,2005
22698140,White-chinned Petrel,Procellaria_aequinoctialis,Procellaria_aequinoctialis,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,1055,Tavares et al. 2017,White-chinned Petrel,South-eastern Brazillian Coast (18çS to 23çS),-23.058727,-43.652171,Mixed,2012,2012,2012,1,1,1,1,7.265129978,Yes,2012
22698140,White-chinned Petrel,Procellaria_aequinoctialis,Procellaria_aequinoctialis,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,1512,Roman et al. 2019,White-chinned Petrel,DPIPWE-15 (location unknown),NA,NA,Mixed,2003,2003,2003,1,1,1,0,-7.265129978,No,2003
22698140,White-chinned Petrel,Procellaria_aequinoctialis,Procellaria_aequinoctialis,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,1513,Roman et al. 2019,White-chinned Petrel,DPIPWE-15 (location unknown),NA,NA,Mixed,2010,2010,2010,1,6,2.449489743,0,-7.265129978,No,2010
22698140,White-chinned Petrel,Procellaria_aequinoctialis,Procellaria_aequinoctialis,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,1514,Roman et al. 2019,White-chinned Petrel,DPIPWE-15 (location unknown),NA,NA,Mixed,2012,2012,2012,1,1,1,0,-7.265129978,No,2012
22698140,White-chinned Petrel,Procellaria_aequinoctialis,Procellaria_aequinoctialis,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,1054,Tavares et al. 2017,White-chinned Petrel,South-eastern Brazillian Coast (18çS to 23çS),-23.058727,-43.652171,Subadult,2012,2012,2012,1,1,1,1,7.265129978,Yes,2012
22698140,White-chinned Petrel,Procellaria_aequinoctialis,Procellaria_aequinoctialis,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,1057,Tavares et al. 2017,White-chinned Petrel,South-eastern Brazillian Coast (18çS to 23çS),-23.058727,-43.652171,Subadult,2013,2013,2013,1,1,1,0,-7.265129978,No,2013
22698140,White-chinned Petrel,Procellaria_aequinoctialis,Procellaria_aequinoctialis,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,1521,Roman et al. 2019,White-chinned Petrel,"New Zealand, Chatham Island",NA,NA,Subadult,2015,2015,2015,1,1,1,0,-7.265129978,No,2015
