SISRecID_BLVr9,HBWv8.1_Binomial,Link_species,HBWv8.1_Order,HBWv8.1_Family,HBWv8.1_Subfamily,HBWv8.1_Tribe,HBWv8.1_Common_name,HBWv8.1_Genus,HBWv8.1_Synonyms,IUCN_2023,Feeding.Method.Simple,Diet,Diet_description,Anthropogenic.subsidy.search.word,Anthropogenic.subsidy.simple,Fish,Cephalopods,Crustaceans,Other.Inverts,Carrion.NonFishVertebrates,Anthropogenic.Subsidy,pelagic_specialist_CR,Body.Mass.g,scaled.body.mass,Source_Body.Mass.g,DMS.responsive_Savoca,DMS.responsive_Dell.Ariccia,Agreement_Savoca_Dell.Ariccia,Body.Mass.g.FLAWED,AS.Fishery,AS.Refuse,AS.Agriculture
22697758,Pygoscelis adeliae,https:/www.hbw.com/species/adelie-penguin-pygoscelis-adeliae,SPHENISCIFORMES,Spheniscidae,NA,NA,Adelie Penguin,Pygoscelis,NA,LC,Diving,Crustaceans,"Mainly krill (Euphausia superba, Euphausia crystallorophias), with smaller quantities of fish, amphipods and cephalopods. In a study of stomach contents of 103 adults at Laurie I (South Orkneys) during three crèche periods  (1989, 1990, 1992), euphausiids were predominant item in terms of frequency, mass and number, with fish and amphipods present in small amounts; Euphausia superba was the only species found in all samples; the only fish species identified was the myctophiid Electrona antarctica, and amphipods were Themisto gaudichaudii, Cyllopus lucassi, Hyperia, and unidentified gammariids. Captures prey by means of pursuit-diving; recorded at depth of 175 m, but normally fishes no more than than 35 m down. May feed mostly by night. Studies at two widely separated sites, i.e. B_chervaise I (E Antarctica) and Edmonson Point (Ross Sea), revealed that sexes differed in foraging-trip duration, foraging locality and diet: differences in foraging behaviour most pronounced during guard stage of chick-rearing, when females undertook on average longer trips than males, ranged greater distances more frequently and consumed larger amounts of krill, whereas males made shorter journeys and fed more extensively on fish (and also took more fish throughout chick-rearing stage); during guard stage, mean foraging-trip duration over four seasons at B_chervaise I and over two seasons at Edmonson Point were 31_73 hours for females and 25_36 hours for males; at B_chervaise, 90% of satellite-tracked males during first three weeks after hatching stage foraged within 20 km of colony, whereas majority (60%) of females travelled 80_120 km from colony, to edge of continental shelf, to forage.",No matches,No,Yes,Yes,Yes,No,No,No,Yes,4850,1.604037521,"CRC Handbook of Avian Body Masses, Second Edition. CRC Press (2007), (available at https://www.crcpress.com/CRC-Handbook-of-Avian-Body-Masses-Second-Edition/Dunning-Jr/p/book/9781420064445).",NA,NA,NA,245,No,No,No
22697810,Spheniscus demersus,https:/www.hbw.com/species/african-penguin-spheniscus-demersus,SPHENISCIFORMES,Spheniscidae,NA,NA,African Penguin,Spheniscus,NA,EN,Diving,Fish,"Pelagic schooling fish, normally 50_120 mm (extremes 10_310 mm) in length; important prey species include southern African anchovy (Engraulis capensis), the pilchard Sardinops ocellata, pelagic goby (Sufflogobius bibarbatus) and round herring (Etrumeus teres). Cephalapods also taken, occasionally in large numbers. Dives down to medium depths, maximum recorded 130 m. In study of diving behaviour of 36 individuals feeding small chicks at three colonies near Cape Town (South Africa), most diving made during day, maximum dive depth 69 m, mean 14 m; dive depths differed among colonies, but no significant differences in dive duration or in maximum, median or mean depth. Sexual differences in foraging have been found by using GPS-time-depth recorders: although maximum diving capabilities are similar, males dive deeper and longer on average than females; females compensate by increasing their diving frequency, which results in similar volumes of water being explored, and forage over larger areas. Adults gregarious at sea, fishing communally; co-operative feeding in groups of 25_165 individuals recorded, the birds diving together to corral fish shoals",No matches,No,Yes,Yes,No,No,No,No,Yes,3135,1.294374756,"CRC Handbook of Avian Body Masses, Second Edition. CRC Press (2007), (available at https://www.crcpress.com/CRC-Handbook-of-Avian-Body-Masses-Second-Edition/Dunning-Jr/p/book/9781420064445).",Y,Yes,NA,168,No,No,No
22697761,Pygoscelis antarcticus,https:/www.hbw.com/species/chinstrap-penguin-pygoscelis-antarcticus,SPHENISCIFORMES,Spheniscidae,NA,NA,Chinstrap Penguin,Pygoscelis,Pygoscelis antarctica,LC,Diving,Crustaceans,"Almost exclusively Antarctic krill (Euphausia superba), normally in 4_0_5_6-cm size range; also takes other species of crustacean and a few fish. Apparently captures prey by means of pursuit-diving; maximum depth of dives 70 m, but most to less than 45 m, and c. 40% to less than 10 m. Satellite-tracking of individuals from two breeding colonies in South Shetland Is during austral winters revealed that the birds foraged mostly inshore (on shelf) N of South Shetlands in 2000, but mainly offshore in pelagic waters in 2004, pre-winter analyses suggesting that prey more abundant inshore in summer 2000 than in 2004. One study found that Chinstraps feed mainly at night, foraging most effectively at depths of 15_60 m, in contrast to P. adeliae, which foraged mainly in the afternoons in surface waters down to 15 m, and P. papua, which foraged mainly in the mornings at depths below 60 m; the possibility that their krill prey moves vertically means that this vertical and temporal ecological partitioning does not necessarily indicate reduced competition between the three species.",No matches,No,Yes,No,Yes,No,No,No,Yes,4155.5,1.494361397,"CRC Handbook of Avian Body Masses, Second Edition. CRC Press (2007), (available at https://www.crcpress.com/CRC-Handbook-of-Avian-Body-Masses-Second-Edition/Dunning-Jr/p/book/9781420064445).",Y,Yes,NA,215,No,No,No
22697752,Aptenodytes forsteri,https:/www.hbw.com/species/emperor-penguin-aptenodytes-forsteri,SPHENISCIFORMES,Spheniscidae,NA,NA,Emperor Penguin,Aptenodytes,NA,NT,Diving,Fish,"Mainly fish, especially nototheniids such as the bald notothen (Pagothenia borchgrevinki), normally 40_125 mm long, and antarctic silverfish (Pleuragramma antarcticum); euphausiids important in places, and cephalopods also frequently taken. In a study at Pointe G_ologie, in Adelie Land, these penguins were found to prey on four squid species (Psychroteuthis glacialis, Kondakovia longimana, Gonatus antarcticus and Alluroteuthis antarcticus), and did not take squid with a mantle length larger than 48 cm; larger squid live generally below this penguinês diving range or are too big for it to handle. Captures prey by means of pursuit-diving, normally at depth of less than 50 m, but recorded as diving to depths exceeding 500 m; euphausiids typically taken by shallow dives under ice floes, cephalopods by deep dives, fish by both. Of a total of 137,364 recorded dives made by 93 individuals of this species during a three-year study in E Antarctica, 264 reached extreme depths (defined as greater than 400 m) and 48 were of very long duration (defined as longer than 12 minutes); most (65%) of the very long dives were made during the austral winter (May_Aug), and 83% of the very deep ones were in spring (Sept_Nov); the most extreme depth (564 m) and the longest duration (21.8 minutes) were achieved in separate dives and by different individuals.",No matches,No,Yes,Yes,Yes,No,No,No,Yes,33850,2.982891889,"CRC Handbook of Avian Body Masses, Second Edition. CRC Press (2007), (available at https://www.crcpress.com/CRC-Handbook-of-Avian-Body-Masses-Second-Edition/Dunning-Jr/p/book/9781420064445).",NA,NA,NA,179,No,No,No
22697789,Eudyptes sclateri,https:/www.hbw.com/species/erect-crested-penguin-eudyptes-sclateri,SPHENISCIFORMES,Spheniscidae,NA,NA,Erect-crested Penguin,Eudyptes,NA,EN,Diving,Cephalopods,"Chick dietary samples collected from Greater Crested Terns nesting alongside Lesser Crested Terns S. bengalensis on the Nakhilu and OmolKaram Islands in the Persian Gulf in the 2010 and 2011 breeding seasons show that fish prey comprised 99% of prey consumed, although shrimps (primarily the Green Tiger prawn Penaeus semisulcatus) were present in the food samples from both species. Overlap in food type was fairly high between Greater and Lesser Crested Terns but they showed dietary segregation by prey size, Greater Crested Terns taking larger prey; prey size increased with chick age in both species",No matches,No,No,Yes,Yes,No,No,No,Yes,5908,1.744075115,"CRC Handbook of Avian Body Masses, Second Edition. CRC Press (2007), (available at https://www.crcpress.com/CRC-Handbook-of-Avian-Body-Masses-Second-Edition/Dunning-Jr/p/book/9781420064445).",NA,NA,NA,277,No,No,No
22697776,Eudyptes pachyrhynchus,https:/www.hbw.com/species/fiordland-penguin-eudyptes-pachyrhynchus,SPHENISCIFORMES,Spheniscidae,NA,NA,Fiordland Penguin,Eudyptes,NA,NT,Diving,Cephalopods,"Diet variable with locality, either small cephalopods, such as Nototodarus sloanii, Moroteuthis ingens and Ocythoe tuberculata, or fish, e.g. ahuru (Auchenoceros punctatus) and red codling (Pseudophycis bachus), predominating; also takes some crustaceans, e.g. Nyctiphanes australis. Captures prey by means of pursuit-diving. Solitary or in small flocks.",No matches,No,Yes,Yes,Yes,No,No,No,Yes,3910,1.451145966,"CRC Handbook of Avian Body Masses, Second Edition. CRC Press (2007), (available at https://www.crcpress.com/CRC-Handbook-of-Avian-Body-Masses-Second-Edition/Dunning-Jr/p/book/9781420064445).",NA,NA,NA,203,No,No,No
22697825,Spheniscus mendiculus,https:/www.hbw.com/species/galapagos-penguin-spheniscus-mendiculus,SPHENISCIFORMES,Spheniscidae,NA,NA,Galapagos Penguin,Spheniscus,NA,EN,Diving,Fish,"Mostly pelagic schooling fish 10_150 mm long, e.g. recorded as taking sardines (Clupeidae) and mullet (Mugilidae); less often squid and crustaceans. Catches most food by pursuit-diving, mostly shallow dives of short duration. In one study, 23 chick-brooding adults (11 males and 12 females) on SW Isabela I fitted with GPS depth-recorders were found to move between 1_1 km and 23_5 km (mean 5_2 km) from nest, with foraging concentrated within 1 km of shore, and mean duration of foraging trips 8_4 hours; deepest dive 52_1 m, but average of 90% of time underwater spent at depths of less than 6 m. Two individuals studied Jun_Sept 1994 on two islands (Fernandina and Bartolom_) undertook diving only during daylight, leaving land between 05:30 and 06:30 hours and returning during 18:00_18:30, with short intervals spent on land throughout day; maximum recorded dive depth 32 m and duration 3 minutes 10 seconds; average dive depth and duration for Fernandina individual respectively 4 m and 25 seconds, corresponding averages for Bartolom_ individual 2 m and 9 seconds. Often forages in pairs; co-operative feeding at shoals recorded.",No matches,No,Yes,Yes,Yes,No,No,No,Yes,1932.5,0.951027557,"CRC Handbook of Avian Body Masses, Second Edition. CRC Press (2007), (available at https://www.crcpress.com/CRC-Handbook-of-Avian-Body-Masses-Second-Edition/Dunning-Jr/p/book/9781420064445).",NA,NA,NA,96,No,No,No
22697755,Pygoscelis papua,https:/www.hbw.com/species/gentoo-penguin-pygoscelis-papua,SPHENISCIFORMES,Spheniscidae,NA,NA,Gentoo Penguin,Pygoscelis,NA,LC,Diving,Crustaceans,"Considerable variation with locality. S populations take large amounts of euphausiids, especially Antarctic krill (Euphausia superba), those farther N consuming more fish (e.g. Electrona, Gymnoscopelus) and different crustaceans; cephalopods and polychaetes taken in smaller quantities. Captures prey by means of pursuit-diving. When feeding on krill, most dives to less than 54 m down; when catching fish, dives down to 54_136 m. In studies of foraging behaviour at King George Island (South Shetlands), individuals rarely dived to depths exceeding 100 m, and swimming speed increased with increasing maximum dive depth; time spent at bottom of dive varied widely, up to maximum of 80 seconds.",No matches,No,Yes,Yes,Yes,Yes,No,No,Yes,5950,1.749102291,"CRC Handbook of Avian Body Masses, Second Edition. CRC Press (2007), (available at https://www.crcpress.com/CRC-Handbook-of-Avian-Body-Masses-Second-Edition/Dunning-Jr/p/book/9781420064445).",NA,NA,NA,278,No,No,No
22697817,Spheniscus humboldti,https:/www.hbw.com/species/humboldt-penguin-spheniscus-humboldti,SPHENISCIFORMES,Spheniscidae,NA,NA,Humboldt Penguin,Spheniscus,NA,VU,Diving,Fish,"Mainly pelagic schooling fish and squid, also crustaceans in varying amounts; length range of prey 36_270 mm. Main prey species include Peruvian anchoveta (Engraulis ringens), Chilean silverside (Odontesthes regia) and garfish (Scomberesox). In study in Chile, penguins at colony in N (Pan de Az_car I) fed mainly on garfish, whereas diet of those in S (Pu_ihuil) consisted primarily of anchoveta, silverside and also Araucanian herring (Clupea bentincki). Catches prey by pursuit-dives, mostly to shallow depths within 30 m of surface. Most foraging done diurnally. In one study of foraging behaviour during chick-rearing period, males and females made overnight trips from colony with mean duration of 25_8 hours and day trips with mean of 10_4 hours, overnight trips more frequent (68_2% of total) and related to much greater amount of foraging time; males had greater maximum dive depths than females, but sexes did not differ in proportions of day and overnight trips made, nor in foraging time and foraging effort.",No matches,No,Yes,Yes,Yes,Yes,Yes,No,Yes,4379,1.531539157,"CRC Handbook of Avian Body Masses, Second Edition. CRC Press (2007), (available at https://www.crcpress.com/CRC-Handbook-of-Avian-Body-Masses-Second-Edition/Dunning-Jr/p/book/9781420064445).",Y,Yes,NA,225,No,No,No
22697748,Aptenodytes patagonicus,https:/www.hbw.com/species/king-penguin-aptenodytes-patagonicus,SPHENISCIFORMES,Spheniscidae,NA,NA,King Penguin,Aptenodytes,NA,LC,Diving,Fish,"Mostly fish, especially small lanternfishes (Myctophidae), including Electrona carlesbergi and Krefftichthys anderssoni; also cephalopods of genus Moroteuthis, small ones at Marion I, large at South Georgia. The predominant prey item (over 88% by mass)of breeding birds feeding chicks on the Falkland Islands in February was the lanternfish Protomyctophum choriodon, followed by much smaller quantities of four other myctophids, and of small juveniles of the squid Gonatus antarcticus. Captures prey by means of pursuit-diving, swimming at up to 12 km/h; 10% success rate in catching cephalopods. Normally fishes no deeper than 50 m, but sometimes dives to below 240 m; probably fishes both at night and by day, diving deeper during day.",No matches,No,Yes,Yes,No,No,No,No,Yes,11751,2.232063974,"CRC Handbook of Avian Body Masses, Second Edition. CRC Press (2007), (available at https://www.crcpress.com/CRC-Handbook-of-Avian-Body-Masses-Second-Edition/Dunning-Jr/p/book/9781420064445).",Y,Yes,NA,19,No,No,No
22697805,Eudyptula minor,https:/www.hbw.com/species/little-penguin-eudyptula-minor,SPHENISCIFORMES,Spheniscidae,NA,NA,Little Penguin,Eudyptula,NA,LC,Diving,Fish,"Mainly pelagic shoaling fish, such as Australian anchovy (Engraulis australis), Australian pilchard (Sardinops neopilchardus) and whitebait (Hyperlophus vittatus); also cephalopods, e.g. red arrow squid (Nototodarus gouldi), and occasionally crustaceans. Size range of prey 10_130 mm. In study at Phillip I (Victoria), in SE Australia, in latter half of 1990s, when pilchard virtually absent and anchovy rare in area, these penguins fed instead on juveniles of red cod (Pseudophycis bachus), barracouta (Thyrsites atun) and blue warehou (Seriolella brama). Captures prey by means of pursuit-diving, frequently swimming around shoal of fish in concentric circles before plunging into its midst; in shallow water pursues fish directly. Dives to depths of c. 50 m, occasionally more, and recorded down to 69 m; one dive made by female breeding at Phillip I in Nov 2005 lasted for 90 seconds and reached 66_7 m, a depth described as being exceptional. In study of foraging range of 47 individuals from Phillip I during winter non-breeding period, those making single-day trips (72%) foraged 8_14 km from colony, whereas those conducting trips of 2_49 days (28%) foraged either within Port Phillip Bay at up to 62 km from colony or in coastal waters of W Bass Strait at maximum of 147 km; no difference between sexes in trip duration, but total foraging range of males (841 km_) was considerably smaller than that of females (1983 km_) for all months combined, and foraging range in non-breeding period greater than that observed during summer breeding period. Normally feeds alone.",No matches,No,Yes,Yes,Yes,No,No,No,Yes,1120.5,0.564231142,"CRC Handbook of Avian Body Masses, Second Edition. CRC Press (2007), (available at https://www.crcpress.com/CRC-Handbook-of-Avian-Body-Masses-Second-Edition/Dunning-Jr/p/book/9781420064445).",NA,NA,NA,17,No,No,No
