HBWv8.1_Binomial,UniqueID_Plastic.study,Source,Common.name_Plastic.study,Sci.name_Plastic.study,Site,lat,lon,MarineRegion,Age.Class,Date_Text,Date_FirstYR,Date_LastYR,Date_MedianYR,Study.Duration,n,n_plastic,FO,Plastic,Sampling_method,Added_by,Comments
Pterodroma lessonii,1137,Roman et al. 2016,White-headed Petrel,NA,New South Wales,-32.967658,151.732219,South Pacific Ocean,Adult,2013,2013,2013,2013,1,2,1,0.5,Yes,NA,SA-G,NA
Pterodroma lessonii,1535,Roman et al. 2019,White-headed Petrel,NA,"Australia, New South Wales",NA,NA,South Pacific Ocean,Adult,2009,2009,2009,2009,1,1,0,0,No,NA,SA-G,NA
Pterodroma lessonii,1536,Roman et al. 2019,White-headed Petrel,NA,"Australia, New South Wales",NA,NA,South Pacific Ocean,Adult,2011,2011,2011,2011,1,1,1,1,Yes,NA,SA-G,NA
Pterodroma lessonii,1537,Roman et al. 2019,White-headed Petrel,NA,"Australia, Victoria, Melbourne",NA,NA,Indian Ocean,Adult,2013,2013,2013,2013,1,1,0,0,No,NA,SA-G,NA
Pterodroma lessonii,1539,Roman et al. 2019,White-headed Petrel,NA,"New Zealand, North Island, Aukland",NA,NA,South Pacific Ocean,Adult,2008,2008,2008,2008,1,1,0,0,No,NA,SA-G,NA
Pterodroma lessonii,1540,Roman et al. 2019,White-headed Petrel,NA,"New Zealand, North Island, Aukland",NA,NA,South Pacific Ocean,Mixed,2015,2015,2015,2015,1,1,0,0,No,NA,SA-G,NA
Pterodroma lessonii,1538,Roman et al. 2019,White-headed Petrel,NA,"New Zealand, North Island, Ahipara Bay",NA,NA,South Pacific Ocean,Subadult,2016,2016,2016,2016,1,1,0,0,No,NA,SA-G,NA
Pterodroma cervicalis,1135,Roman et al. 2016,White-necked Petrel,NA,"Queensland, Australia between Fraser Island and Ballineau",-28.100179,153.463591,South Pacific Ocean,Adult,2013,2013,2013,2013,1,1,0,0,No,NA,SA-G,NA
Pterodroma cervicalis,1541,Roman et al. 2019,White-necked Petrel,NA,"Australia, Queensland, Fraser Island",NA,NA,South Pacific Ocean,Adult,2013,2013,2013,2013,1,1,0,0,No,NA,SA-G,NA
Pterodroma leucoptera,1138,Roman et al. 2016,Gould's Petrel,NA,"Queensland, Australia between Fraser Island and Ballineau",-28.100179,153.463591,South Pacific Ocean,Adult,2009,2009,2009,2009,1,2,2,1,Yes,NA,SA-G,NA
Pterodroma leucoptera,1139,Roman et al. 2016,Gould's Petrel,NA,New South Wales,-32.967658,151.732219,South Pacific Ocean,Adult,2013,2013,2013,2013,1,3,1,0.3333,Yes,NA,SA-G,NA
Pterodroma leucoptera,1542,Roman et al. 2019,White-winged Petrel,NA,"Australia, New South Wales",NA,NA,South Pacific Ocean,Adult,2011,2011,2011,2011,1,1,0,0,No,NA,SA-G,NA
Pterodroma leucoptera,1543,Roman et al. 2019,White-winged Petrel,NA,"Australia, New South Wales",NA,NA,South Pacific Ocean,Adult,2012,2012,2012,2012,1,1,1,1,Yes,NA,SA-G,NA
Pterodroma leucoptera,1544,Roman et al. 2019,White-winged Petrel,NA,"Australia, New South Wales",NA,NA,South Pacific Ocean,Adult,2013,2013,2013,2013,1,1,0,0,No,NA,SA-G,NA
Pterodroma leucoptera,1545,Roman et al. 2019,White-winged Petrel,NA,"Australia, Queensland, Fraser Island",NA,NA,South Pacific Ocean,Adult,2009,2009,2009,2009,1,2,2,1,Yes,NA,SA-G,NA
Ardenna carneipes,286,Hutton et al. 2008,Flesh-footed Shearwater,NA,Lord Howe Is,-31.555326,159.082121,South Pacific Ocean,Mixed,2001-2002,2001,2002,2002,2,14,14,1,Yes,NA,SA-G,NA
Ardenna carneipes,290,Lavers and Bond 2016a,Flesh-footed Shearwater,NA,Lord Howe Is,-31.555326,159.082121,South Pacific Ocean,Subadult,2012-2013,2012,2013,2013,2,4,3,0.75,Yes,NA,SA-G,NA
Thalassoica antarctica,13,Ainley et al. 1990a,Antarctic Petrel,NA,Drake Passage,-63.339181,-64.569945,Southern Ocean,Subadult/Adult,1976-1988,1986,1987,1987,2,25,0,0,No,NA,SA-G,NA
Pachyptila desolata,16,Auman et al. 2004,Antarctic Prion,NA,Heard Island,-53.08181,73.504158,Indian Ocean,Adult,2000-2001,2000,2001,2001,2,2,2,1,Yes,NA,SA-G,NA
Pterodroma incerta,30,Petry et al. 2002,Atlantic Petrel,NA,"Coast of Rio Grande do Sul, Brazil",-30.68603,-50.473274,South Pacific Ocean,Subadult/Adult,1997-1998,1997,1998,1998,2,4,0,0,No,NA,SA-G,NA
Ardenna bulleri,147,Robards 1993,Buller's Shearwater,NA,North Pacific,33,-130,North Pacific Ocean,Subadult/Adult,1990-1991,1990,1991,1991,2,118,113,0.96,Yes,NA,SA-G,NA
Daption capense,169,Creet et al. 1994,Cape Petrel,NA,"King George Is, Antarctica",-61.995046,-58.007861,Southern Ocean,Adult,1990-1991,1990,1991,1991,2,18,6,0.36,Yes,NA,SA-G,NA
Daption capense,165,Ainley et al. 1990a,Cape Petrel,NA,Drake Passage,-63.339181,-64.569945,Southern Ocean,Subadult/Adult,1976-1988,1986,1987,1987,2,20,1,0.05,Yes,NA,SA-G,NA
Daption capense,171,Petry et al. 2002,Cape Petrel,NA,"Coast of Rio Grande do Sul, Brazil",-30.68603,-50.473274,South Pacific Ocean,Subadult/Adult,1997-1998,1997,1998,1998,2,10,4,0.4,Yes,NA,SA-G,NA
Calonectris edwardsii,175,Petry et al. 2002,Cape Verde Shearwater,NA,"Coast of Rio Grande do Sul, Brazil",-30.68603,-50.473274,South Pacific Ocean,Subadult/Adult,1997-1998,1997,1998,1998,2,3,1,0.33,Yes,NA,SA-G,NA
Ardenna carneipes,292,Robards 1993,Flesh-footed Shearwater,NA,North Pacific,33,-130,North Pacific Ocean,Subadult/Adult,1990-1991,1990,1991,1991,2,83,79,0.95,Yes,NA,SA-G,NA
Pterodroma phaeopygia,267,Robards 1993,Dark-rumped Petrel,NA,North Pacific,33,-130,North Pacific Ocean,Subadult/Adult,1990-1991,1990,1991,1991,2,2,1,0.5,Yes,NA,SA-G,NA
Ardenna gravis,323,Brown et al. 1981,Great Shearwater,NA,"Briar Island, Canada",44.254428999999995,-66.368281,North Atlantic Ocean,Adult,1974-1975,1974,1975,1975,2,62,24,0.387,Yes,NA,SA-G,NA
Ardenna gravis,331,Petry et al. 2002,Great Shearwater,NA,"Coast of Rio Grande do Sul, Brazil",-30.68603,-50.473274,South Pacific Ocean,Subadult/Adult,1997-1998,1997,1998,1998,2,110,77,0.7,Yes,NA,SA-G,NA
Puffinus puffinus,510,Petry et al. 2002,Manx Shearwater,NA,"Coast of Rio Grande do Sul, Brazil",-30.68603,-50.473274,South Pacific Ocean,Subadult/Adult,1997-1998,1997,1998,1998,2,25,20,0.8,Yes,NA,SA-G,NA
Pterodroma inexpectata,538,Robards 1993,Mottled Petrel,NA,North Pacific,33,-130,North Pacific Ocean,Subadult/Adult,1990-1991,1990,1991,1991,2,5,3,0.6,Yes,NA,SA-G,NA
Fulmarus glacialis,545,Avery-Gomm et al. 2012,Northern Fulmar,NA,Washington & Oregon,47.751073999999996,-120.740139,North Pacific Ocean,Adult,2009-2010,2009,2010,2010,2,31,27,0.871,Yes,NA,SA-G,NA
Fulmarus glacialis,546,Avery-Gomm et al. 2012,Northern Fulmar,NA,Eastern North Pacific,47.26952200000001,-122.236209,North Pacific Ocean,Adult,2009-2010,2009,2010,2010,2,67,62,0.925,Yes,NA,SA-G,NA
Fulmarus glacialis,547,Avery-Gomm et al. 2012,Northern Fulmar,NA,British Columbia,53.726668000000004,-127.647621,North Pacific Ocean,Adult,2009-2010,2009,2010,2010,2,36,35,0.972,Yes,NA,SA-G,NA
Fulmarus glacialis,550,Baltz and Morejohn 1976,Northern Fulmar,NA,"Monterey Bay, CA",36.800740999999995,-121.947311,North Pacific Ocean,Adult,1974-1975,1974,1975,1975,2,3,3,1,Yes,NA,SA-G,NA
Fulmarus glacialis,555,Day et al. 1984,Northern Fulmar,NA,Canadian Arctic,75,-90,Arctic Ocean,Adult,1978-1979,1978,1979,1979,2,214,86,0.4,Yes,NA,SA-G,NA
Fulmarus glacialis,567,Nevins et al. 2005,Northern Fulmar,NA,California,36.778261,-119.417932,North Pacific Ocean,Adult,2003-2004,2003,2004,2004,2,190,135,0.71,Yes,NA,SA-G,NA
Fulmarus glacialis,578,van Franeker 1983,Northern Fulmar,NA,Netherlands,52.132633000000006,5.291266,North Atlantic Ocean,Mixed,1981-1982,1981,1982,1982,2,88,70,0.8,Yes,NA,SA-G,NA
Fulmarus glacialis,575,Robards 1993,Northern Fulmar,NA,North Pacific,33,-130,North Pacific Ocean,Subadult/Adult,1990-1991,1990,1991,1991,2,42,36,0.86,Yes,NA,SA-G,NA
Ardenna creatopus,628,Baltz and Morejohn 1976,Pink-footed Shearwater,NA,"Monterey Bay, CA",36.800740999999995,-121.947311,North Pacific Ocean,Mixed,1974-1975,1974,1975,1975,2,NA,NA,0.2,Yes,NA,SA-G,NA
Ardenna creatopus,629,Baltz and Morejohn 1976,Pink-footed Shearwater,NA,"Monterey Bay, CA",36.800740999999995,-121.947311,North Pacific Ocean,Mixed,1974-1975,1974,1975,1975,2,5,2,0.3,Yes,NA,SA-G,NA
Ardenna creatopus,630,Robards 1993,Pink-footed Shearwater,NA,North Pacific,33,-130,North Pacific Ocean,Subadult/Adult,1990-1991,1990,1991,1991,2,1,1,1,Yes,NA,SA-G,NA
Pterodroma solandri,637,Robards 1993,Providence Petrel,NA,North Pacific,33,-130,North Pacific Ocean,Subadult/Adult,1990-1991,1990,1991,1991,2,2,1,0.5,Yes,NA,SA-G,NA
Calonectris diomedea,228,Petry et al. 2002,Cory's Shearwater,NA,"Coast of Rio Grande do Sul, Brazil",-30.68603,-50.473274,South Pacific Ocean,Subadult/Adult,1997-1998,1997,1998,1998,2,112,112,1,Yes,NA,SA-G,NA
Ardenna tenuirostris,697,Baltz and Morejohn 1976,Short-tailed Shearwater,NA,"Monterey Bay, CA",36.800740999999995,-121.947311,North Pacific Ocean,Mixed,1974-1975,1974,1975,1975,2,NA,NA,0.855,Yes,NA,SA-G,NA
Ardenna tenuirostris,699,Day et al. 1984,Short-tailed Shearwater,NA,Australia,-25.274398,133.775136,Indian Ocean,Mixed,1979-1980,1979,1980,1980,2,189,89,0.47,Yes,NA,SA-G,NA
Ardenna tenuirostris,765,Robards 1993,Short-tailed Shearwater,NA,North Pacific,33,-130,North Pacific Ocean,Subadult/Adult,1990-1991,1990,1991,1991,2,200,176,0.88,Yes,NA,SA-G,NA
Pachyptila belcheri,952,Petry et al. 2002,Thin-billed Prion,NA,"Coast of Rio Grande do Sul, Brazil",-30.68603,-50.473274,South Pacific Ocean,Subadult/Adult,1997-1998,1997,1998,1998,2,5,2,0.4,Yes,NA,SA-G,NA
Pagodroma nivea,782,Ainley et al. 1990a,Snow Petrel,NA,Drake Passage,-63.339181,-64.569945,Southern Ocean,Subadult/Adult,1976-1988,1986,1987,1987,2,77,0,0,No,NA,SA-G,NA
Pterodroma mollis,786,Petry et al. 2002,Soft-plumaged Petrel,NA,"Coast of Rio Grande do Sul, Brazil",-30.68603,-50.473274,South Pacific Ocean,Subadult/Adult,1997-1998,1997,1998,1998,2,1,1,1,Yes,NA,SA-G,NA
Ardenna grisea,795,Baltz and Morejohn 1976,Sooty Shearwater,NA,"Monterey Bay, CA",36.800740999999995,-121.947311,North Pacific Ocean,Adult,1974-1975,1974,1975,1975,2,21,12,0.55,Yes,NA,SA-G,NA
Ardenna grisea,801,Brown et al. 1981,Sooty Shearwater,NA,"Briar Island, Canada",44.254428999999995,-66.368281,North Atlantic Ocean,Adult,1974-1975,1974,1975,1975,2,30,5,0.167,Yes,NA,SA-G,NA
Ardenna grisea,805,Day et al. 1984,Sooty Shearwater,NA,California,36.778261,-119.417932,North Pacific Ocean,Adult,1978-1979,1978,1979,1979,2,154,75,0.49,Yes,NA,SA-G,NA
Ardenna grisea,872,Petry et al. 2002,Sooty Shearwater,NA,"Coast of Rio Grande do Sul, Brazil",-30.68603,-50.473274,South Pacific Ocean,Subadult/Adult,1997-1998,1997,1998,1998,2,27,10,0.37,Yes,NA,SA-G,NA
Ardenna grisea,873,Robards 1993,Sooty Shearwater,NA,North Pacific,33,-130,North Pacific Ocean,Subadult/Adult,1990-1991,1990,1991,1991,2,543,462,0.85,Yes,NA,SA-G,NA
Pelecanoides georgicus,890,Auman et al. 2004,South Georgia Diving Petrel,NA,Heard Island,-53.08181,73.504158,Indian Ocean,Adult,2000-2001,2000,2001,2001,2,10,0,0,No,NA,SA-G,NA
Fulmarus glacialoides,898,Ainley et al. 1990a,Southern Fulmar,NA,Drake Passage,-63.339181,-64.569945,Southern Ocean,Subadult/Adult,1976-1988,1986,1987,1987,2,4,0,0,No,NA,SA-G,NA
Fulmarus glacialoides,902,Petry et al. 2002,Southern Fulmar,NA,"Coast of Rio Grande do Sul, Brazil",-30.68603,-50.473274,South Pacific Ocean,Subadult/Adult,1997-1998,1997,1998,1998,2,49,25,0.51,Yes,NA,SA-G,NA
Macronectes giganteus,908,Auman et al. 2004,Southern Giant-petrel,NA,Heard Island,-53.08181,73.504158,Indian Ocean,Adult,2000-2001,2000,2001,2001,2,1,0,0,No,NA,SA-G,NA
Macronectes giganteus,906,Ainley et al. 1990a,Southern Giant-petrel,NA,Drake Passage,-63.339181,-64.569945,Southern Ocean,Subadult/Adult,1976-1988,1986,1987,1987,2,5,0,0,No,NA,SA-G,NA
Macronectes giganteus,912,Petry et al. 2002,Southern Giant-petrel,NA,"Coast of Rio Grande do Sul, Brazil",-30.68603,-50.473274,South Pacific Ocean,Subadult/Adult,1997-1998,1997,1998,1998,2,10,4,0.4,Yes,NA,SA-G,NA
Calonectris leucomelas,926,Robards 1993,Streaked Shearwater,NA,North Pacific,33,-130,North Pacific Ocean,Subadult/Adult,1990-1991,1990,1991,1991,2,2,0,0,No,NA,SA-G,NA
Procellaria aequinoctialis,1046,Petry et al. 2017,White-chinned Petrel,NA,"Coast of Rio Grande do Sul, Brazil",-30.68603,-50.473274,South Pacific Ocean,Subadult/Adult,1997-1998,1997,1998,1998,2,35,15,0.43,Yes,NA,SA-G,NA
Pterodroma solandri,636,Bester et al. 2010,Providence Petrel,NA,Lord Howe Island,-31.555326,159.082121,South Pacific Ocean,Adult,1999-2001,1999,2001,2000,3,48,5,0.112,Yes,NA,SA-G,NA
Ardenna gravis,319,Barbieri 2009,Great Shearwater,NA,"Ilha Comprida, Brazil",-24.746103,-47.550779,South Pacific Ocean,Adult,2000-2002,2000,2002,2001,3,29,21,0.724,Yes,NA,SA-G,NA
Puffinus puffinus,505,Acampora et al. 2016,Manx Shearwater,NA,Ireland,52.430796,-6.276479,North Atlantic Ocean,Subadult/Adult,2014-2016,2014,2016,2015,3,3,1,0.33,Yes,NA,SA-G,NA
Fulmarus glacialis,576,Terepocki et al. 2017,Northern Fulmar,NA,Washington & Oregon,47.751073999999996,-120.740139,North Pacific Ocean,Adult,2009-2011,2009,2011,2010,3,143,128,0.895,Yes,NA,SA-G,NA
Fulmarus glacialis,544,Acampora et al. 2016,Northern Fulmar,NA,Ireland,52.430796,-6.276479,North Atlantic Ocean,Subadult/Adult,2014-2016,2014,2016,2015,3,14,13,0.93,Yes,NA,SA-G,NA
Calonectris diomedea,224,Bond et al. 2014,Cory's Shearwater,NA,Sable Island,43.933721,-59.914914,North Atlantic Ocean,Adult,2003-2005,2003,2005,2004,3,3,0,0,No,NA,SA-G,NA
Calonectris diomedea,230,Rodrigues et al. 2012,Cory's Shearwater,NA,Canary Is,40.751612,-73.975357,North Atlantic Ocean,Nest-bound,2009-2011,2009,2011,2010,3,85,71,0.84,Yes,NA,SA-G,NA
Ardenna tenuirostris,702,Hong et al. 2013,Short-tailed Shearwater,NA,Korea,35.907757,127.766922,North Pacific Ocean,Adult,2010-2012,2010,2012,2011,3,1,1,1,Yes,NA,SA-G,NA
Ardenna tenuirostris,766,Robards et al. 1995,Short-tailed Shearwater,NA,Alaska,52.999639,-166.912109,North Pacific Ocean,Subadult/Adult,1988-1990,1988,1990,1989,3,5,4,0.8,Yes,NA,SA-G,NA
Ardenna grisea,796,Barbieri 2009,Sooty Shearwater,NA,"Ilha Comprida, Brazil",-24.746103,-47.550779,South Pacific Ocean,Adult,2000-2002,2000,2002,2001,3,11,7,0.636,Yes,NA,SA-G,NA
Macronectes giganteus,911,Nel et al. 1999,Southern Giant-petrel,NA,"Coast of Rio Grande do Sul, Brazil",42.033279,-91.596896,North Atlantic Ocean,Adult,1996-1998,1996,1998,1997,3,2,2,1,Yes,NA,SA-G,NA
Macronectes giganteus,909,Barbieri 2009,Southern Giant-petrel,NA,Brazil,-14.235004,-51.92528,South Pacific Ocean,Mixed,2000-2002,2000,2002,2001,3,14,9,0.642,Yes,NA,SA-G,NA
Procellaria aequinoctialis,1044,Nel et al. 1999,White-chinned Petrel,NA,"Benguela Current, SA",42.033279,-91.596896,North Atlantic Ocean,Nest-bound,1996-1998,1996,1998,1997,3,2,2,1,Yes,NA,SA-G,NA
Puffinus nativitatis,183,Day et al. 1984/Harrison et al. 1983,Christmas Shearwater,NA,Hawaii,19.896766,-155.582782,North Pacific Ocean,Mixed,1978-1981,1978,1981,1980,4,182,0,0,No,NA,SA-G,NA
Ardenna gravis,333,Provencher et al. 2014,Great Shearwater,NA,Eastern US (Massachusetts-S. Carolina),35.201228,-80.842942,North Atlantic Ocean,Adult,2005-2008,2005,2008,2007,4,17,12,0.71,Yes,NA,SA-G,NA
Ardenna pacifica,991,Harrison et al. 1983,Wedge-tailed Shearwater,NA,Hawaii,19.896766,-155.582782,North Pacific Ocean,Mixed,1978-1981,1978,1981,1980,4,233,0,0,No,NA,SA-G,NA
Ardenna pacifica,988,Day et al. 1984,Wedge-tailed Shearwater,NA,Hawaii,19.896766,-155.582782,North Pacific Ocean,Subadult/Adult,1978-1981,1978,1981,1980,4,233,0,0,No,NA,SA-G,NA
Thalassoica antarctica,1549,van Franeker and Bell 1988,Antarctic Petrel,NA,"Ardery Island, Antarctica",-60,110,Indian Ocean,Adult,1984-1987,1984,1987,1986,4,11,0,0,No,NA,SA-G,NA
Daption capense,1547,van Franeker and Bell 1988,Cape Petrel,NA,"Ardery Island, Antarctica",-60,110,Indian Ocean,Adult,1984-1987,1984,1987,1986,4,30,10,0.33,Yes,NA,SA-G,NA
Pagodroma nivea,1548,van Franeker and Bell 1988,Snow Petrel,NA,"Ardery Island, Antarctica",-60,110,Indian Ocean,Adult,1984-1987,1984,1987,1986,4,27,1,0.04,Yes,NA,SA-G,NA
Fulmarus glacialoides,1546,van Franeker and Bell 1988,Southern Fulmar,NA,"Ardery Island, Antarctica",-60,110,Indian Ocean,Adult,1984-1987,1984,1987,1986,4,27,2,0.07,Yes,NA,SA-G,NA
Thalassoica antarctica,11,Ainley et al. 1990a,Antarctic Petrel,NA,Ross Sea,-70.899816,-89.13946,Southern Ocean,Subadult/Adult,1976-1988,1976,1980,1978,5,40,1,0.02,Yes,NA,SA-G,NA
Pterodroma nigripennis,102,Ainley et al. 1990b,Black-winged Petrel,NA,Eastern equatorial Pacific,-126.5858,-5.934,Southern Ocean,Subadult/Adult,1984-1988,1984,1988,1986,5,37,1,0.027027027,Yes,NA,SA-G,NA
Pachyptila vittata,115,Ainley et al. 1990a,Broad-billed Prion,NA,Ross Sea,-70.899816,-89.13946,Southern Ocean,Subadult/Adult,1976-1988,1976,1980,1978,5,3,2,0.67,Yes,NA,SA-G,NA
Ardenna bulleri,146,Ainley et al. 1990b,Buller's Shearwater,NA,Eastern equatorial Pacific,-126.5858,-5.934,Southern Ocean,Subadult/Adult,1984-1988,1984,1988,1986,5,1,1,1,Yes,NA,SA-G,NA
Bulweria bulwerii,149,Ainley et al. 1990b,Bulwer's Petrel,NA,Eastern equatorial Pacific,-126.5858,-5.934,Southern Ocean,Subadult/Adult,1984-1988,1984,1988,1986,5,19,0,0,No,NA,SA-G,NA
Daption capense,163,Ainley et al. 1990a,Cape Petrel,NA,Ross Sea,-70.899816,-89.13946,Southern Ocean,Subadult/Adult,1976-1988,1976,1980,1978,5,50,2,0.04,Yes,NA,SA-G,NA
Daption capense,167,Ainley et al. 1990b,Cape Petrel,NA,Eastern equatorial Pacific,-126.5858,-5.934,Southern Ocean,Subadult/Adult,1984-1988,1984,1988,1986,5,8,7,0.875,Yes,NA,SA-G,NA
Puffinus nativitatis,182,Ainley et al. 1990b,Christmas Shearwater,NA,Eastern equatorial Pacific,-126.5858,-5.934,Southern Ocean,Adult,1984-1988,1984,1988,1986,5,3,1,0.333333333,Yes,NA,SA-G,NA
Pterodroma cookii,221,Ainley et al. 1990b,Cook's Petrel,NA,Eastern equatorial Pacific,-126.5858,-5.934,Southern Ocean,Subadult/Adult,1984-1988,1984,1988,1986,5,9,4,0.444444444,Yes,NA,SA-G,NA
Ardenna carneipes,287,Hutton et al. 2008,Flesh-footed Shearwater,NA,Lord Howe Is,-31.555326,159.082121,South Pacific Ocean,Mixed,2001-2005,2001,2005,2003,5,124,124,1,Yes,NA,SA-G,NA
Pterodroma macroptera,362,Ainley et al. 1990b,Great-winged Petrel,NA,Eastern equatorial Pacific,-126.5858,-5.934,Southern Ocean,Subadult/Adult,1984-1988,1984,1988,1986,5,92,14,0.152173913,Yes,NA,SA-G,NA
Pterodroma externa,391,Ainley et al. 1990b,Juan Fernandez Petrel,NA,Eastern equatorial Pacific,-126.5858,-5.934,Southern Ocean,Subadult/Adult,1984-1988,1984,1988,1986,5,104,1,0.009615385,Yes,NA,SA-G,NA
Pterodroma neglecta,407,Ainley et al. 1990b,Kermadec Petrel,NA,Eastern equatorial Pacific,-126.5858,-5.934,Southern Ocean,Subadult/Adult,1984-1988,1984,1988,1986,5,8,0,0,No,NA,SA-G,NA
Pterodroma inexpectata,536,Ainley et al. 1990a,Mottled Petrel,NA,Ross Sea,-70.899816,-89.13946,Southern Ocean,Subadult/Adult,1976-1988,1976,1980,1978,5,4,0,0,No,NA,SA-G,NA
Pterodroma inexpectata,537,Ainley et al. 1990b,Mottled Petrel,NA,Eastern equatorial Pacific,-126.5858,-5.934,Southern Ocean,Subadult/Adult,1984-1988,1984,1988,1986,5,1,0,0,No,NA,SA-G,NA
Pterodroma ultima,540,Ainley et al. 1990b,Murphy's Petrel,NA,Eastern equatorial Pacific,-126.5858,-5.934,Southern Ocean,Subadult/Adult,1984-1988,1984,1988,1986,5,5,0,0,No,NA,SA-G,NA
Fulmarus glacialis,580,van Franeker and The SNS Fulmar Study Group 2013,Northern Fulmar,NA,Faroe Islands,61.892635000000006,-6.911806,North Atlantic Ocean,Adult,2007-2011,2007,2011,2009,5,699,636,0.91,Yes,NA,SA-G,NA
Fulmarus glacialis,581,van Franeker et al. 2011,Northern Fulmar,NA,Eastern England,52.24955800000001,0.68769,North Atlantic Ocean,Adult,2003-2007,2003,2007,2005,5,60,57,0.95,Yes,NA,SA-G,NA
Fulmarus glacialis,582,van Franeker et al. 2011,Northern Fulmar,NA,English Channel,50.134663999999994,-0.357056,North Atlantic Ocean,Adult,2003-2007,2003,2007,2005,5,107,107,1,Yes,NA,SA-G,NA
Fulmarus glacialis,583,van Franeker et al. 2011,Northern Fulmar,NA,North Sea,56.511018,3.515625,North Atlantic Ocean,Adult,2003-2007,2003,2007,2005,5,842,791,0.94,Yes,NA,SA-G,NA
Fulmarus glacialis,584,van Franeker et al. 2011,Northern Fulmar,NA,Scotland,56.490671,-4.202646,North Atlantic Ocean,Adult,2003-2007,2003,2007,2005,5,95,87,0.92,Yes,NA,SA-G,NA
Fulmarus glacialis,585,van Franeker et al. 2011,Northern Fulmar,NA,"Skagerrak, Norway",58.352272,9.931508,North Atlantic Ocean,Adult,2003-2007,2003,2007,2005,5,191,181,0.95,Yes,NA,SA-G,NA
Pterodroma alba,623,Ainley et al. 1990b,Phoenix Petrel,NA,Eastern equatorial Pacific,-126.5858,-5.934,Southern Ocean,Subadult/Adult,1984-1988,1984,1988,1986,5,11,0,0,No,NA,SA-G,NA
Pterodroma pycrofti,639,Ainley et al. 1990b,Pycroft's Petrel,NA,Eastern equatorial Pacific,-126.5858,-5.934,Southern Ocean,Adult,1984-1988,1984,1988,1986,5,2,1,0.5,Yes,NA,SA-G,NA
Ardenna tenuirostris,696,Ainley et al. 1990b,Short-tailed Shearwater,NA,Eastern equatorial Pacific,-126.5858,-5.934,Southern Ocean,Adult,1984-1988,1984,1988,1986,5,1,1,1,Yes,NA,SA-G,NA
Pachyptila belcheri,949,Ainley et al. 1990b,Thin-billed Prion,NA,Eastern equatorial Pacific,-126.5858,-5.934,Southern Ocean,Subadult/Adult,1984-1988,1984,1988,1986,5,6,5,0.833333333,Yes,NA,SA-G,NA
Pagodroma nivea,780,Ainley et al. 1990a,Snow Petrel,NA,Ross Sea,-70.899816,-89.13946,Southern Ocean,Subadult/Adult,1976-1988,1976,1980,1978,5,108,0,0,No,NA,SA-G,NA
Ardenna grisea,793,Ainley et al. 1990b,Sooty Shearwater,NA,Eastern equatorial Pacific,-126.5858,-5.934,Southern Ocean,Subadult/Adult,1984-1988,1984,1988,1986,5,25,18,0.72,Yes,NA,SA-G,NA
Fulmarus glacialoides,896,Ainley et al. 1990a,Southern Fulmar,NA,Ross Sea,-70.899816,-89.13946,Southern Ocean,Subadult/Adult,1976-1988,1976,1980,1978,5,13,0,0,No,NA,SA-G,NA
Macronectes giganteus,904,Ainley et al. 1990a,Southern Giant-petrel,NA,Ross Sea,-70.899816,-89.13946,Southern Ocean,Subadult/Adult,1976-1988,1976,1980,1978,5,2,0,0,No,NA,SA-G,NA
Pterodroma longirostris,923,Ainley et al. 1990b,Stejneger's Petrel,NA,Eastern equatorial Pacific,-126.5858,-5.934,Southern Ocean,Subadult/Adult,1984-1988,1984,1988,1986,5,25,13,0.52,Yes,NA,SA-G,NA
Pseudobulweria rostrata,930,Ainley et al. 1990b,Tahiti Petrel,NA,Eastern equatorial Pacific,-126.5858,-5.934,Southern Ocean,Subadult/Adult,1984-1988,1984,1988,1986,5,67,1,0.014925373,Yes,NA,SA-G,NA
Pterodroma arminjoniana,956,Ainley et al. 1990b,Trindade Petrel,NA,Eastern equatorial Pacific,-126.5858,-5.934,Southern Ocean,Subadult/Adult,1984-1988,1984,1988,1986,5,11,0,0,No,NA,SA-G,NA
Ardenna pacifica,993,Hutton et al. 2008,Wedge-tailed Shearwater,NA,Lord Howe Is,-31.555326,159.082121,South Pacific Ocean,Mixed,2001-2005,2001,2005,2003,5,22,3,0.14,Yes,NA,SA-G,NA
Ardenna pacifica,987,Ainley et al. 1990b,Wedge-tailed Shearwater,NA,Eastern equatorial Pacific,-126.5858,-5.934,Southern Ocean,Subadult/Adult,1984-1988,1984,1988,1986,5,35,1,0.028571429,Yes,NA,SA-G,NA
Procellaria aequinoctialis,1037,Ainley et al. 1990b,White-chinned Petrel,NA,Eastern equatorial Pacific,-126.5858,-5.934,Southern Ocean,Subadult/Adult,1984-1988,1984,1988,1986,5,3,2,0.666666667,Yes,NA,SA-G,NA
Pterodroma cervicalis,1066,Ainley et al. 1990b,White-necked Petrel,NA,Eastern equatorial Pacific,-126.5858,-5.934,Southern Ocean,Subadult/Adult,1984-1988,1984,1988,1986,5,10,1,0.1,Yes,NA,SA-G,NA
Thalassoica antarctica,12,Ainley et al. 1990a,Antarctic Petrel,NA,Scotia Sea,-57.534867,-43.486725,South Pacific Ocean,Subadult/Adult,1976-1988,1983,1988,1986,6,66,0,0,No,NA,SA-G,NA
Halobaena caerulea,104,Ainley et al. 1990a,Blue Petrel,NA,Scotia Sea,-57.534867,-43.486725,South Pacific Ocean,Subadult/Adult,1976-1988,1983,1988,1986,6,45,20,0.44,Yes,NA,SA-G,NA
