Clements2024_Binomial,UniqueID_Plastic.study,Source,Common.name_Plastic.study,Sci.name_Plastic.study,Site,lat,lon,MarineRegion,Age.Class,Date_Text,Date_FirstYR,Date_LastYR,Date_MedianYR,Study.Duration,n,n_plastic,FO,Plastic,Sampling_method
Fregata minor,1700,Rapp et al. 2017,Great Frigatebird,Fregata minor,Hawaiian Archipelago,37.5,-170.7333333,North Pacific Ocean,Subadult,2006-2013,2006,2013,2010,8,31,13,0.419,Yes,Necropsy
Fregata minor,1701,Rapp et al. 2017,Great Frigatebird,Fregata minor,Hawaiian Archipelago,37.5,-170.7333333,North Pacific Ocean,Adult,2006-2013,2006,2013,2010,8,8,2,0.25,Yes,Necropsy
Anous minutus,1702,Rapp et al. 2017,Black Noddy,Anous minutus,Hawaiian Archipelago,37.5,-170.7333333,North Pacific Ocean,Nest-bound,2006-2013,2006,2013,2010,8,4,0,0,No,Necropsy
Anous minutus,1703,Rapp et al. 2017,Black Noddy,Anous minutus,Hawaiian Archipelago,37.5,-170.7333333,North Pacific Ocean,Mixed,2006-2013,2006,2013,2010,8,3,0,0,No,Necropsy
Anous minutus,1704,Rapp et al. 2017,Black Noddy,Anous minutus,Hawaiian Archipelago,37.5,-170.7333333,North Pacific Ocean,Adult,2006-2013,2006,2013,2010,8,2,0,0,No,Necropsy
Anous stolidus,1705,Rapp et al. 2017,Brown Noddy,Anous stolidus,Hawaiian Archipelago,37.5,-170.7333333,North Pacific Ocean,Nest-bound,2006-2013,2006,2013,2010,8,3,0,0,No,Necropsy
Anous stolidus,1706,Rapp et al. 2017,Brown Noddy,Anous stolidus,Hawaiian Archipelago,37.5,-170.7333333,North Pacific Ocean,Subadult,2006-2013,2006,2013,2010,8,14,1,0.07,Yes,Necropsy
Anous stolidus,1707,Rapp et al. 2017,Brown Noddy,Anous stolidus,Hawaiian Archipelago,37.5,-170.7333333,North Pacific Ocean,Adult,2006-2013,2006,2013,2010,8,1,0,0,No,Necropsy
Onychoprion fuscatus,1708,Rapp et al. 2017,Sooty Tern,Onychoprion fuscata,Hawaiian Archipelago,37.5,-170.7333333,North Pacific Ocean,Subadult,2006-2013,2006,2013,2010,8,1,0,0,No,Necropsy
Onychoprion fuscatus,1709,Rapp et al. 2017,Sooty Tern,Onychoprion fuscata,Hawaiian Archipelago,37.5,-170.7333333,North Pacific Ocean,Mixed,2006-2013,2006,2013,2010,8,10,0,0,No,Necropsy
Onychoprion fuscatus,1710,Rapp et al. 2017,Sooty Tern,Onychoprion fuscata,Hawaiian Archipelago,37.5,-170.7333333,North Pacific Ocean,Adult,2006-2013,2006,2013,2010,8,3,0,0,No,Necropsy
Gygis alba,1711,Rapp et al. 2017,White Tern,Gygis alba,Hawaiian Archipelago,37.5,-170.7333333,North Pacific Ocean,Nest-bound,2006-2013,2006,2013,2010,8,3,0,0,No,Necropsy
Gygis alba,1712,Rapp et al. 2017,White Tern,Gygis alba,Hawaiian Archipelago,37.5,-170.7333333,North Pacific Ocean,Mixed,2006-2013,2006,2013,2010,8,1,0,0,No,Necropsy
Gygis alba,1713,Rapp et al. 2017,White Tern,Gygis alba,Hawaiian Archipelago,37.5,-170.7333333,North Pacific Ocean,Adult,2006-2013,2006,2013,2010,8,7,0,0,No,Necropsy
Ardenna pacifica,1714,Rapp et al. 2017,Wedge-tailed Shearwater,Ardenna pacifica,Hawaiian Archipelago,37.5,-170.7333333,North Pacific Ocean,Mixed,2006-2013,2006,2013,2010,8,2,1,0.5,Yes,Necropsy
Ardenna pacifica,1715,Rapp et al. 2017,Wedge-tailed Shearwater,Ardenna pacifica,Hawaiian Archipelago,37.5,-170.7333333,North Pacific Ocean,Adult,2006-2013,2006,2013,2010,8,2,2,1,Yes,Necropsy
Pterodroma hypoleuca,1716,Rapp et al. 2017,Bonin Petrel,Pterodroma hypoleuca,Hawaiian Archipelago,37.5,-170.7333333,North Pacific Ocean,Nest-bound,2006-2013,2006,2013,2010,8,5,5,1,Yes,Necropsy
Pterodroma hypoleuca,1717,Rapp et al. 2017,Bonin Petrel,Pterodroma hypoleuca,Hawaiian Archipelago,37.5,-170.7333333,North Pacific Ocean,Mixed,2006-2013,2006,2013,2010,8,1,1,1,Yes,Necropsy
Bulweria bulwerii,1718,Rapp et al. 2017,Bulwer's Petrel,Bulweria bulwerii,Hawaiian Archipelago,37.5,-170.7333333,North Pacific Ocean,Adult,2006-2013,2006,2013,2010,8,2,0,0,No,Necropsy
Hydrobates tristrami,1719,Rapp et al. 2017,Tristram's Storm-petrel,Oceanodroma tristrami,Hawaiian Archipelago,37.5,-170.7333333,North Pacific Ocean,Nest-bound,2006-2013,2006,2013,2010,8,57,57,1,Yes,Necropsy
Hydrobates tristrami,1720,Rapp et al. 2017,Tristram's Storm-petrel,Oceanodroma tristrami,Hawaiian Archipelago,37.5,-170.7333333,North Pacific Ocean,Adult,2006-2013,2006,2013,2010,8,1,1,1,Yes,Necropsy
Onychoprion lunatus,1721,Rapp et al. 2017,Grey-backed Tern,Onychoprion lunatus,Hawaiian Archipelago,37.5,-170.7333333,North Pacific Ocean,Nest-bound,2006-2013,2006,2013,2010,8,1,0,0,No,Necropsy
Nannopterum auritum,1722,"Brookson et al., 2019",Double-crested Cormorant,Phalacrocorax auritus,"Centre Island, Lake Ontario",43.3053919,-79.8021706,North Atlantic Ocean,Nest-bound,2014,2014,2014,2014,1,10,9,0.9,Yes,Necropsy
Nannopterum auritum,1723,"Brookson et al., 2019",Double-crested Cormorant,Phalacrocorax auritus,"Pier 27, Lake Ontario",43.2853312,-79.7904225,North Atlantic Ocean,Nest-bound,2014,2014,2014,2014,1,10,9,0.9,Yes,Necropsy
Nannopterum auritum,1724,"Brookson et al., 2019",Double-crested Cormorant,Phalacrocorax auritus,"Mohawk Island, Lake Erie",42.8340144,-79.522648,North Atlantic Ocean,Nest-bound,2014,2014,2014,2014,1,10,8,0.8,Yes,Necropsy
Ardenna carneipes,1725,Paterson and Dunlop 2018,Flesh-footed Shearwater,Ardenna carneipes,"Albany, Western Australia",-35.0666667,117.6938889,South Pacific Ocean,Adult,2017,2017,2017,2017,1,2,0,0,No,Necropsy
Larus argentatus,1726,"Herzke et al., 2019",Herring Gull,Larus argentatus,"Skulsfjord, Northern Norway",69.739585,18.776671,Arctic Ocean,Mixed,2017,2017,2017,2017,1,10,2,0.2,Yes,Necropsy
Fulmarus glacialis,1727,"Ask, 2019",Northern Fulmar,Fulmarus glacialis,Faroe islands,62.0282362,-6.8819254,North Atlantic Ocean,Subadult,2017,2017,2017,2017,1,55,48,0.872727273,Yes,Necropsy
Fulmarus glacialis,1728,"Ask, 2019",Northern Fulmar,Fulmarus glacialis,"Bolungarvik, Iceland",66.65319473,-24.56863255,North Atlantic Ocean,Mixed,2013-2014,2013,2014,2014,2,40,36,0.9,Yes,Necropsy
Fulmarus glacialis,1729,"Ask, 2019",Northern Fulmar,Fulmarus glacialis,North-east Greenland,76.76379299,-14.07095762,Arctic Ocean,Mixed,2017,2017,2017,2017,1,31,28,0.903225807,Yes,Necropsy
Larus pacificus,1730,"Bartlett, 2019",Pacific Gull,Larus pacificus,"Launceston, Tasmania",-41.3934464,147.0720736,Southern Ocean,Mixed,2018-2019,2018,2019,2019,2,107,93,0.869158879,Yes,Bolus
Larus michahellis,1731,"Basto et al., 2019",Yellow-legged Gull,Larus michahellis,Portugal,39.6621648,-8.1353519,North Atlantic Ocean,Mixed,2007-2017,2007,2017,2012,11,124,13,NA,Yes,Necropsy
Larus fuscus,1732,"Basto et al., 2019",Lesser Black-backed Gull,Larus fuscus,Portugal,39.6621648,-8.1353519,North Atlantic Ocean,Mixed,2007-2017,2007,2017,2012,11,107,20,NA,Yes,Necropsy
Morus bassanus,1733,"Basto et al., 2019",Northern Gannet,Morus bassanus,Portugal,39.6621648,-8.1353519,North Atlantic Ocean,Mixed,2007-2017,2007,2017,2012,11,21,1,NA,Yes,Necropsy
Chroicocephalus ridibundus,1734,"Basto et al., 2019",Black-headed Gull,Chroicocephalus ridibundus,Portugal,39.6621648,-8.1353519,North Atlantic Ocean,Mixed,2007-2017,2007,2017,2012,11,4,1,NA,Yes,Necropsy
Melanitta nigra,1735,"Basto et al., 2019",Common Scoter,Melanitta nigra,Portugal,39.6621648,-8.1353519,North Atlantic Ocean,Mixed,2007-2017,2007,2017,2012,11,2,0,NA,No,Necropsy
Phalacrocorax carbo,1736,"Basto et al., 2019",Great Cormorant,Phalacrocorax carbo,Portugal,39.6621648,-8.1353519,North Atlantic Ocean,Mixed,2007-2017,2007,2017,2012,11,1,1,NA,Yes,Necropsy
Rissa tridactyla,1737,"Basto et al., 2019",Black-legged Kittiwake,Rissa tridactyla,Portugal,39.6621648,-8.1353519,North Atlantic Ocean,Mixed,2007-2017,2007,2017,2012,11,1,1,NA,Yes,Necropsy
Gavia stellata,1738,"Basto et al., 2019",Red-throated Loon,Gavia stellata,Portugal,39.6621648,-8.1353519,North Atlantic Ocean,Mixed,2007-2017,2007,2017,2012,11,1,0,NA,No,Necropsy
Larus argentatus,1739,"Basto et al., 2019",European Herring Gull,Larus argentatus,Portugal,39.6621648,-8.1353519,North Atlantic Ocean,Mixed,2007-2017,2007,2017,2012,11,1,0,NA,No,Necropsy
Ichthyaetus audouinii,1740,"Basto et al., 2019",Audouin's Gull,Larus audoinii,Portugal,39.6621648,-8.1353519,North Atlantic Ocean,Mixed,2007-2017,2007,2017,2012,11,1,0,NA,No,Necropsy
Ichthyaetus melanocephalus,1741,"Basto et al., 2019",Mediterranean Gull,Larus melanocephalus,Portugal,39.6621648,-8.1353519,North Atlantic Ocean,Mixed,2007-2017,2007,2017,2012,11,1,0,NA,No,Necropsy
Pygoscelis papua,1742,"Bessa et al., 2019",Gentoo Penguin,Pygoscelis papua,"Bird Island, South Georgia",-54.0026498,-38.018391,Southern Ocean,Mixed,2009,2009,2009,2009,1,50,10,0.2,Yes,Scat
Pygoscelis papua,1743,"Bessa et al., 2019",Gentoo Penguin,Pygoscelis papua,"Signy Island, South Orkney Islands",-60.7053448,-45.63466,Southern Ocean,Mixed,2009,2009,2009,2009,1,30,6,0.2,Yes,Scat
Fulmarus glacialis,1744,"Schuur et al., 2019",Northern Fulmar,Fulmarus glacialis,NA,NA,NA,North Pacific Ocean,Mixed,NA,NA,NA,NA,NA,43,27,0.9,Yes,Necropsy
Sula leucogaster,1745,"Claro et al., 2019",Brown Booby,Sula leucogaster,"Clipperton atoll, Pacific ocean",3.51342,-132.1875,North Pacific Ocean,Mixed,NA,NA,NA,NA,1,33,1,0.03,Yes,Necropsy
Pterodroma incerta,1746,"Perez et al., 2019",Atlantic petrel,Pterodroma incerta,Southern Brazil,-30.03306,-51.23,South Atlantic Ocean,Mixed,2004-2014,2004,2014,2009,11,61,23,0.37704918,Yes,Necropsy
Mergus serrator,1747,"Nam et al., 2021",Red-breasted Merganser,Mergus serrator,"East coast, South Korea",38.18418467,128.5714212,North Pacific Ocean,Mixed,2006-2019,2006,2019,2013,14,6,2,0.333,Yes,Necropsy
Gavia stellata,1749,"Nam et al., 2021",Red-throated Loon,Gavia stellata,South Korea,36.4583508,127.8558413,North Pacific Ocean,Mixed,2006-2019,2006,2019,2013,14,5,0,0,No,Necropsy
Gavia arctica,1750,"Nam et al., 2021",Arctic Loon,Gavia arctica,South Korea,36.4583508,127.8558413,North Pacific Ocean,Mixed,2006-2019,2006,2019,2013,14,6,0,0,No,Necropsy
Gavia pacifica,1751,"Nam et al., 2021",Pacific Loon,Gavia pacifica,"East coast, South Korea",38.18418467,128.5714212,North Pacific Ocean,Mixed,2006-2019,2006,2019,2013,14,20,2,0.1,Yes,Necropsy
Gavia sp.,1752,"Nam et al., 2021",Loon sp.,Gavia sp.,South Korea,36.4583508,127.8558413,North Pacific Ocean,Mixed,2006-2019,2006,2019,2013,14,5,0,0,No,Necropsy
Hydrobates monorhis,1753,"Nam et al., 2021",Swinhoe's Storm-petrel,Hydrobates monorhis,"Chilbal Island, South Korea",34.78,125.8,North Pacific Ocean,Mixed,2006-2019,2006,2019,2013,14,159,149,0.937,Yes,Necropsy
Calonectris leucomelas,1754,"Nam et al., 2021",Streaked Shearwater,Calonectris leucomelas,South Korea,36.4583508,127.8558413,North Pacific Ocean,Mixed,2006-2019,2006,2019,2013,14,1,0,0,No,Necropsy
Phalacrocorax carbo,1755,"Nam et al., 2021",Great Cormorant,Phalacrocorax carbo,South Korea,36.4583508,127.8558413,North Pacific Ocean,Mixed,2006-2019,2006,2019,2013,14,1,0,0,No,Necropsy
Larus crassirostris,1756,"Nam et al., 2021",Black-tailed Gull,Larus crassirostris,"Hong Island, South Korea",34.6932,125.2011,North Pacific Ocean,Mixed,2006-2019,2006,2019,2013,14,70,9,0.129,Yes,Necropsy
Larus argentatus,1757,"Nam et al., 2021",Herring Gull,Larus argentatus,South Korea,36.4583508,127.8558413,North Pacific Ocean,Mixed,2006-2019,2006,2019,2013,14,2,0,0,No,Necropsy
Synthliboramphus antiquus,1758,"Nam et al., 2021",Ancient Murrelet,Synthliboramphus antiquus,South Korea,36.4583508,127.8558413,North Pacific Ocean,Mixed,2006-2019,2006,2019,2013,14,110,1,0.009,Yes,Necropsy
Melanitta fusca,1759,"Morkūnas et al., 2021",Velvet Scoter,Melanitta fusca,"South-eastern Baltic Sea, Lithuanian coast",55.71241667,21.08396389,North Atlantic Ocean,Mixed,2015-2019,2015,2019,2017,5,246,0,0,No,Necropsy
Melanitta nigra,1760,"Morkūnas et al., 2021",Common Scoter,Melanitta nigra,"South-eastern Baltic Sea, Lithuanian coast",55.71241667,21.08396389,North Atlantic Ocean,Mixed,2015-2019,2015,2019,2017,5,27,0,0,No,Necropsy
Clangula hyemalis,1761,"Morkūnas et al., 2021",Long-tailed Duck,Clangula hyemalis,"South-eastern Baltic Sea, Lithuanian coast",55.71241667,21.08396389,North Atlantic Ocean,Adult,2015-2019,2015,2019,2017,5,154,5,0.032467532,Yes,Necropsy
Clangula hyemalis,1762,"Morkūnas et al., 2021",Long-tailed Duck,Clangula hyemalis,"South-eastern Baltic Sea, Lithuanian coast",55.71241667,21.08396389,North Atlantic Ocean,Subadult,2015-2019,2015,2019,2017,5,26,4,0.153846154,Yes,Necropsy
Gavia stellata,1763,"Morkūnas et al., 2021",Red-throated Loon,Gavia stellata,"South-eastern Baltic Sea, Lithuanian coast",55.71241667,21.08396389,North Atlantic Ocean,Adult,2015-2019,2015,2019,2017,5,7,0,0,No,Necropsy
Gavia stellata,1764,"Morkūnas et al., 2021",Red-throated Loon,Gavia stellata,"South-eastern Baltic Sea, Lithuanian coast",55.71241667,21.08396389,North Atlantic Ocean,Subadult,2015-2019,2015,2019,2017,5,15,1,0.066666667,Yes,Necropsy
Uria aalge,1766,"Morkūnas et al., 2021",Common Murre,Uria aalge,"South-eastern Baltic Sea, Lithuanian coast",55.71241667,21.08396389,North Atlantic Ocean,Mixed,2015-2019,2015,2019,2017,5,33,1,0.03030303,Yes,Necropsy
Anous stolidus,1767,"Vanstreels et al., 2021",Brown Noddy,Anous stolidus,"Espiríto Santo coast, Brazil",-20.337325,-40.2820872,South Atlantic Ocean,Mixed,2019-2022,2019,2021,2020,4,5,0,0,No,Necropsy
Larus dominicanus,1768,"Vanstreels et al., 2021",Kelp Gull,Larus dominicanus,"Espiríto Santo coast, Brazil",-20.337325,-40.2820872,South Atlantic Ocean,Mixed,2019-2022,2019,2021,2020,4,2,1,0.5,Yes,Necropsy
Sterna hirundinacea,1769,"Vanstreels et al., 2021",South American Tern,Sterna hirundinacea,"Espiríto Santo coast, Brazil",-20.337325,-40.2820872,South Atlantic Ocean,Mixed,2019-2022,2019,2021,2020,4,3,0,0,No,Necropsy
Sterna hirundo,1770,"Vanstreels et al., 2021",Common Tern,Sterna hirundo,"Espiríto Santo coast, Brazil",-20.337325,-40.2820872,South Atlantic Ocean,Mixed,2019-2022,2019,2021,2020,4,9,2,0.222222222,Yes,Necropsy
Thalasseus sandvicensis,1771,"Vanstreels et al., 2021",Cabot's Tern,Thalasseus acuflavidus,"Espiríto Santo coast, Brazil",-20.337325,-40.2820872,South Atlantic Ocean,Mixed,2019-2022,2019,2021,2020,4,27,4,0.148148148,Yes,Necropsy
Phaethon aethereus,1772,"Vanstreels et al., 2021",Red-billed Tropicbird,Phaethon aethereus,"Espiríto Santo coast, Brazil",-20.337325,-40.2820872,South Atlantic Ocean,Mixed,2019-2022,2019,2021,2020,4,1,0,0,No,Necropsy
Thalassarche chlororhynchos,1773,"Vanstreels et al., 2021",Atlantic Yellow-nosed Albatross,Thalassarche chlororhynchos,"Espiríto Santo coast, Brazil",-20.337325,-40.2820872,South Atlantic Ocean,Mixed,2019-2022,2019,2021,2020,4,5,1,0.2,Yes,Necropsy
Calonectris borealis,1774,"Vanstreels et al., 2021",Cory's Shearwater,Calonectris borealis,"Espiríto Santo coast, Brazil",-20.337325,-40.2820872,South Atlantic Ocean,Mixed,2019-2022,2019,2021,2020,4,5,4,0.8,Yes,Necropsy
Procellaria aequinoctialis,1775,"Vanstreels et al., 2021",White-chinned Petrel,Procellaria aequinoctialis,"Espiríto Santo coast, Brazil",-20.337325,-40.2820872,South Atlantic Ocean,Mixed,2019-2022,2019,2021,2020,4,4,3,0.75,Yes,Necropsy
Puffinus puffinus,1776,"Vanstreels et al., 2021",Manx Shearwater,Puffinus puffinus,"Espiríto Santo coast, Brazil",-20.337325,-40.2820872,South Atlantic Ocean,Mixed,2019-2022,2019,2021,2020,4,20,7,0.35,Yes,Necropsy
Spheniscus magellanicus,1777,"Vanstreels et al., 2021",Magellanic Penguin,Spheniscus magellanicus,"Espiríto Santo coast, Brazil",-20.337325,-40.2820872,South Atlantic Ocean,Mixed,2019-2022,2019,2021,2020,4,16,8,0.5,Yes,Necropsy
Fregata magnificens,1778,"Vanstreels et al., 2021",Magnificent Frigatebird,Fregata magnificens,"Espiríto Santo coast, Brazil",-20.337325,-40.2820872,South Atlantic Ocean,Mixed,2019-2022,2019,2021,2020,4,4,0,0,No,Necropsy
Nannopterum brasilianum,1779,"Vanstreels et al., 2021",Neotropical Cormorant,Nannopterum brasilianus,"Espiríto Santo coast, Brazil",-20.337325,-40.2820872,South Atlantic Ocean,Mixed,2019-2022,2019,2021,2020,4,2,0,0,No,Necropsy
Sula leucogaster,1780,"Vanstreels et al., 2021",Brown Booby,Sula leucogaster,"Espiríto Santo coast, Brazil",-20.337325,-40.2820872,South Atlantic Ocean,Mixed,2019-2022,2019,2021,2020,4,13,3,0.230769231,Yes,Necropsy
Calonectris borealis,1781,"Yamashita et al., 2021",Cory's Shearwater,Calonectris diomedea,"Faial island, Azores, Portugal",38.5795831,-28.7096295,North Atlantic Ocean,Nest-bound,2015,2015,2015,2015,1,6,3,0.5,Yes,Necropsy
Pterodroma sandwichensis,1782,"Yamashita et al., 2021",Hawaiian Petrel,Pterodroma sandwichensis,"Kauai Island, Hawaii",21.9014277,-159.5865567,North Pacific Ocean,Adult,2013,2013,2013,2013,1,7,6,0.857142857,Yes,Necropsy
Ardenna carneipes,1783,"Yamashita et al., 2021",Flesh-footed Shearwater,Ardenna carneipes,Western Australia,-25.2303005,121.0187246,Indian Ocean,Adult,2016,2016,2016,2016,1,6,3,0.5,Yes,Necropsy
Ardenna tenuirostris,1784,"Yamashita et al., 2021",Short-tailed Shearwater,Ardenna tenuirostris,Eastern Australia (Fraser Island),-25.2628937,153.1483612,South Pacific Ocean,Adult,2013,2013,2013,2013,1,5,5,1,Yes,Necropsy
Pachyptila turtur,1785,"Yamashita et al., 2021",Fairy Prion,Pachyptila turtur,"Auckland, New Zealand",-36.8540804,174.7631242,South Pacific Ocean,Subadult,2016,2016,2016,2016,1,5,5,1,Yes,Necropsy
Pachyptila belcheri,1786,"Yamashita et al., 2021",Thin-billed Prion,Pachyptila belcheri,"Ragland, New Zealand",-25.2303005,121.0187246,South Pacific Ocean,Adult,2016,2016,2016,2016,1,3,3,1,Yes,Necropsy
Ardenna tenuirostris,1787,"Roman et al., 2021",Short-tailed Shearwater,Ardenna tenuirostris,"Queensland coast, Australia",-24.7877717,153.26091,South Pacific Ocean,Adult,2013,2013,2013,2013,1,172,152,0.884,Yes,Necropsy
Alca torda,1788,"Benjaminsen, 2021",Razorbill,Alca torda,"Nordkapp, Norway",71.1666667,25.78333333,Arctic Ocean,Adult,2012,2012,2012,2012,1,8,0,0,No,Necropsy
Alca torda,1789,"Benjaminsen, 2021",Razorbill,Alca torda,"Nordkapp, Norway",71.1666667,25.78333333,Arctic Ocean,Subadult,2012,2012,2012,2012,1,1,0,0,No,Necropsy
Phalacrocorax carbo,1790,"Benjaminsen, 2021",Great Cormorant,Phalacrocorax carbo,"Nordkapp, Norway",71.1666667,25.78333333,Arctic Ocean,Adult,2012,2012,2012,2012,1,8,0,0,No,Necropsy
Gulosus aristotelis,1791,"Benjaminsen, 2021",European Shag,Phalacrocorax aristotelis,"Nordkapp, Norway",71.1666667,25.78333333,Arctic Ocean,Adult,2012,2012,2012,2012,1,5,0,0,No,Necropsy
Gulosus aristotelis,1792,"Benjaminsen, 2021",European Shag,Phalacrocorax aristotelis,"Nordkapp, Norway",71.1666667,25.78333333,Arctic Ocean,Subadult,2012,2012,2012,2012,1,3,0,0,No,Necropsy
Uria aalge,1793,"Benjaminsen, 2021",Common Guillemot,Uria aalge,"Jæren, Norway",59.1833333,6.183333333,Arctic Ocean,Adult,2019,2019,2019,2019,1,1,0,0,No,Necropsy
Uria aalge,1794,"Benjaminsen, 2021",Common Guillemot,Uria aalge,"Jæren, Norway",59.1833333,6.183333333,Arctic Ocean,Subadult,2019,2019,2019,2019,1,4,0,0,No,Necropsy
Fratercula arctica,1795,"Benjaminsen, 2021",Atlantic Puffin,Fratercula arctica,"Jæren, Norway",59.1833333,6.183333333,Arctic Ocean,Mixed,2016,2016,2016,2016,1,17,10,0.588,Yes,Necropsy
Larus hyperboreus,1796,"Benjaminsen, 2021",Glaucous Gull,Larus hyperboreus,Longyearbyen,78.3833333,15.98333333,Arctic Ocean,Adult,2018,2018,2018,2018,1,21,3,0.143,Yes,Necropsy
Hydrobates leucorhous,1797,"Krug et al., 2021",Leach's Storm-petrel,NA,"Baccalieu Island, Newfoundland, Canada",48.1333,-52.8,North Atlantic Ocean,Subadult,2018,2018,2018,2018,1,96,84,0.875,Yes,Necropsy
Ardenna carneipes,1798,"Lavers et al., 2021",Flesh-footed Shearwater,Ardenna carneipes,"Lord Howe Island, Australia",-31.33,159.05,South Pacific Ocean,Nest-bound,2005-2021,2005,2021,2013,17,718,353,0.492,Yes,Lavage
Ardenna carneipes,1799,"Lavers et al., 2021",Flesh-footed Shearwater,Ardenna carneipes,"Lord Howe Island, Australia",-31.33,159.05,South Pacific Ocean,Mixed,2005-2021,2005,2021,2013,17,407,361,0.887,Yes,Necropsy
Pelecanus occidentalis,1800,"Clark, 2021",Brown Pelican,Pelecanus occidentalis,"Tavernier, South Florida",25.01181602,-80.51528931,North Atlantic Ocean,Mixed,2020,2020,2020,2020,1,12,12,1,Yes,Necropsy
Thalasseus maximus,1801,"Clark, 2021",Royal Tern,Thalasseus maximus,"Tavernier, South Florida",25.01181602,-80.51528931,North Atlantic Ocean,Mixed,2020,2020,2020,2020,1,9,9,1,Yes,Necropsy
Leucophaeus atricilla,1802,"Clark, 2021",Laughing Gull,Leucophaeus atricilla,"Tavernier, South Florida",25.01181602,-80.51528931,North Atlantic Ocean,Mixed,2020,2020,2020,2020,1,13,13,1,Yes,Necropsy
Nannopterum auritum,1803,"Clark, 2021",Double-crested Cormorant,Phalacrocorax auratus,"Tavernier, South Florida",25.01181602,-80.51528931,North Atlantic Ocean,Mixed,2020,2020,2020,2020,1,10,9,0.9,Yes,Necropsy
Larus dominicanus,1804,"Lenzi et al., 2021",Kelp Gull,Larus dominicanus,"Isla de Flores, Río de la Plata Estuary, Uruguay",-34.94166667,-55.92472222,South Atlantic Ocean,Mixed,2017,2017,2017,2017,1,318,81,0.256,Yes,Regurgitation
Fulmarus glacialis,1805,"Neumann et al., 2021",Northern Fulmar,Fulmarus glacialis,"Northern Norway, Træna",66.5571596,11.9193084,Arctic Ocean,Subadult,2015,2015,2015,2015,1,2,2,1,Yes,Necropsy
Fulmarus glacialis,1806,"Neumann et al., 2021",Northern Fulmar,Fulmarus glacialis,"Northern Norway, Træna",66.5571596,11.9193084,Arctic Ocean,Adult,2015,2015,2015,2015,1,1,1,1,Yes,Necropsy
Fulmarus glacialis,1807,"Neumann et al., 2021",Northern Fulmar,Fulmarus glacialis,"Northern Norway, Porsangerfjorden",70.86869,26.04462,Arctic Ocean,Subadult,2016,2016,2016,2016,1,2,1,0.5,Yes,Necropsy
Fulmarus glacialis,1808,"Neumann et al., 2021",Northern Fulmar,Fulmarus glacialis,"Northern Norway, Porsangerfjorden",70.86869,26.04462,Arctic Ocean,Adult,2016,2016,2016,2016,1,4,2,0.5,Yes,Necropsy
Fulmarus glacialis,1809,"Neumann et al., 2021",Northern Fulmar,Fulmarus glacialis,"Northern Norway, Vesterålen",68.75389,14.93917,Arctic Ocean,Adult,2016,2016,2016,2016,1,1,0,0,No,Necropsy
Fulmarus glacialis,1810,"Neumann et al., 2021",Northern Fulmar,Fulmarus glacialis,"Southern Norway, Rogaland",58.9647,5.7312,Arctic Ocean,Adult,2016,2016,2016,2016,1,2,2,1,Yes,Necropsy
Fulmarus glacialis,1811,"Neumann et al., 2021",Northern Fulmar,Fulmarus glacialis,"Southern Norway, Rogaland",58.9647,5.7312,Arctic Ocean,Subadult,2016,2016,2016,2016,1,2,2,1,Yes,Necropsy
Fulmarus glacialis,1812,"Neumann et al., 2021",Northern Fulmar,Fulmarus glacialis,"Southern Norway, Rogaland",58.9647,5.7312,Arctic Ocean,Subadult,2013,2013,2013,2013,1,1,1,1,Yes,Necropsy
Larus smithsonianus,1813,"Jardine et al., 2021",American Herring Gull,Larus smithsonianus,"St John's, Newfoundland and Labrador, Canada",47.5998778,-52.6999003,North Atlantic Ocean,Adult,2014-2015,2014,2015,2015,2,44,21,0.477272727,Yes,Necropsy
Larus marinus,1814,"Jardine et al., 2021",Great Black-backed Gull,Larus marinus,"St John's, Newfoundland and Labrador, Canada",47.5998778,-52.6999003,North Atlantic Ocean,Adult,2014-2016,2014,2015,2015,3,44,24,0.545454546,Yes,Necropsy
Larus argentatus,1815,"Caldwell et al., 2020",Herring Gull,Larus argentatus,"Gulf of Maine, Appledor Island",42.9891,-70.6142,North Atlantic Ocean,Mixed,2018,2018,2018,2018,1,46,29,0.6304,Yes,Bolus
Larus argentatus,1816,"Caldwell et al., 2020",Herring Gull,Larus argentatus,"Gulf of Maine, Appledor Island",42.9891,-70.6142,North Atlantic Ocean,Mixed,2018,2018,2018,2018,1,14,2,0.1429,Yes,Regurgitation
Larus argentatus,1817,"Caldwell et al., 2020",Herring Gull,Larus argentatus,"Gulf of Maine, Appledor Island",42.9891,-70.6142,North Atlantic Ocean,Adult,2018,2018,2018,2018,1,8,4,0.5,Yes,Necropsy
Larus argentatus,1818,"Caldwell et al., 2020",Herring Gull,Larus argentatus,"Gulf of Maine, Appledor Island",42.9891,-70.6142,North Atlantic Ocean,Nest-bound,2018,2018,2018,2018,1,3,0,0,No,Necropsy
Larus marinus,1819,"Caldwell et al., 2020",Great Black-backed Gull,Larus marinus,"Gulf of Maine, Appledor Island",42.9891,-70.6142,North Atlantic Ocean,Mixed,2018,2018,2018,2018,1,39,9,0.2308,Yes,Bolus
Larus marinus,1820,"Caldwell et al., 2020",Great Black-backed Gull,Larus marinus,"Gulf of Maine, Appledor Island",42.9891,-70.6142,North Atlantic Ocean,Mixed,2018,2018,2018,2018,1,8,1,0.125,Yes,Regurgitation
