Clements2024_Binomial,UniqueID_Plastic.study,Source,Common.name_Plastic.study,Sci.name_Plastic.study,Site,lat,lon,MarineRegion,Age.Class,Date_Text,Date_FirstYR,Date_LastYR,Date_MedianYR,Study.Duration,n,n_plastic,FO,Plastic,Sampling_method
Larus glaucoides,1543,Seif et al. 2018,Iceland Gull,Larus glaucoides,"St. John's, Newfoundland, Canada",47,-52,North Atlantic Ocean,Mixed,2014-2015,2014,2015,2015,2,2,2,1,Yes,Necropsy
Calonectris borealis,226,Colabuono et al. 2009,Cory's Shearwater,NA,"Rio Grande, Brazil",-32.299886,-52.446547,South Pacific Ocean,Subadult/Adult,1994-2005,1994,2005,2000,12,5,5,1,Yes,Necropsy
Ardenna gravis,324,Colabuono et al. 2009,Great Shearwater,NA,"Rio Grande, Brazil",-32.299886,-52.446547,South Pacific Ocean,Subadult/Adult,1994-2005,1994,2005,2000,12,18,16,0.89,Yes,Necropsy
Larus marinus,312,Seif et al. 2018,Great Black-backed Gull,NA,"Robin Hood Bay Waste Management Facility, St. John's, Newfoundland, Canada",47.61026,-52.68319,North Atlantic Ocean,Adult,2014-2015,2014,2015,2015,2,7,4,0.572857143,Yes,Necropsy
Larus marinus,313,Seif et al. 2018,Great Black-backed Gull,NA,"Robin Hood Bay Waste Management Facility, St. John's, Newfoundland, Canada",47.61026,-52.68319,North Atlantic Ocean,Subadult,2014-2015,2014,2015,2015,2,1,1,1,Yes,Necropsy
Larus argentatus,375,Seif et al. 2018,Herring Gull,NA,"Robin Hood Bay Waste Management Facility, St. John's, Newfoundland, Canada",47.61026,-52.68319,North Atlantic Ocean,Adult,2014-2015,2014,2015,2015,2,27,16,0.592222222,Yes,Necropsy
Larus argentatus,376,Seif et al. 2018,Herring Gull,NA,"Robin Hood Bay Waste Management Facility, St. John's, Newfoundland, Canada",47.61026,-52.68319,North Atlantic Ocean,Subadult,2014-2015,2014,2015,2015,2,4,3,0.75,Yes,Necropsy
Larus glaucoides,384,Seif et al. 2018,Iceland Gull,NA,"Robin Hood Bay Waste Management Facility, St. John's, Newfoundland, Canada",47.61026,-52.68319,North Atlantic Ocean,Subadult,2014-2015,2014,2015,2015,2,2,2,1,Yes,Necropsy
Uria aalge,211,Provencher et al. 2014,Common Murre,NA,"Renews, Newfoundland",46.861066,-52.946643,North Atlantic Ocean,Adult,2006,2006,2006,2006,1,13,0,0,No,Necropsy
Fratercula arctica,38,Provencher et al. 2014,Atlantic Puffin,NA,"Gull Is, Newfoundland",47.954111,-53.044682,North Atlantic Ocean,Adult,1999,1999,1999,1999,1,2,0,0,No,Necropsy
Alle alle,470,Avery-Gomm et al. 2016,Little Auk,NA,"Conception Bay, Newfoundland",47.386347,-53.132029,North Atlantic Ocean,Adult,2013,2013,2013,2013,1,171,52,0.304,Yes,Necropsy
Uria aalge,212,Provencher et al. 2014,Common Murre,NA,"St. Mary's Bay, Newfoundland",47.036816,-53.761189,North Atlantic Ocean,Adult,2006,2006,2006,2006,1,15,0,0,No,Necropsy
Uria lomvia,936,Provencher et al. 2014,Thick-billed Murre,NA,"St. Mary's Bay, Newfoundland",47.036816,-53.761189,North Atlantic Ocean,Adult,2005,2005,2005,2005,1,4,0,0,No,Necropsy
Hydrobates leucorhous,445,Hedd et al. 2009,Leach's Storm-petrel,Oceanodroma leucorhoa,Eastern Newfoundland,48.163156,-53.970824,North Atlantic Ocean,Subadult/Adult,1988,1988,1988,1988,1,749,719,0.96,Yes,Regurgitation
Hydrobates leucorhous,446,Provencher et al. 2014,Leach's Storm-petrel,NA,Eastern Newfoundland,48.163156,-53.970824,North Atlantic Ocean,Mixed,1987-1988,1987,1988,1988,2,749,37,0.05,Yes,Regurgitation
Hydrobates leucorhous,447,Provencher et al. 2014,Leach's Storm-petrel,NA,Eastern Newfoundland,48.163156,-53.970824,North Atlantic Ocean,Mixed,2002-2006,2002,2006,2004,5,224,13,0.06,Yes,Regurgitation
Clangula hyemalis,1680,Holland et al. 2016,Long-tailed Duck,NA,"Fogo Island, Newfoundland and Labrador, Canada",49.8122222,-54.11861111,North Atlantic Ocean,Adult,NA,NA,NA,NA,NA,4,0,0,No,Necropsy
Somateria mollissima,1681,Holland et al. 2016,Common Eider,NA,"Fogo Island, Newfoundland and Labrador, Canada",49.8122222,-54.11861111,North Atlantic Ocean,Adult,NA,NA,NA,NA,NA,40,1,0.025,Yes,Necropsy
Gavia stellata,1682,Holland et al. 2016,Red-throated Loon,NA,"Fogo Island, Newfoundland and Labrador, Canada",49.8122222,-54.11861111,North Atlantic Ocean,Subadult,NA,NA,NA,NA,NA,7,0,0,No,Necropsy
Gavia immer,1683,Holland et al. 2016,Common Loon,NA,"Fogo Island, Newfoundland and Labrador, Canada",49.8122222,-54.11861111,North Atlantic Ocean,Adult,NA,NA,NA,NA,NA,1,0,0,No,Necropsy
Ardenna gravis,322,Brown et al. 1981,Great Shearwater,NA,Placentia Bay,47.103007,-54.185932,North Atlantic Ocean,Adult,1978,1978,1978,1978,1,20,16,0.8,Yes,Necropsy
Ardenna grisea,796,Brown et al. 1981,Sooty Shearwater,NA,Placentia Bay,47.103007,-54.185932,North Atlantic Ocean,Adult,1978,1978,1978,1978,1,5,1,0.2,Yes,Necropsy
Somateria mollissima,193,English et al. 2015,Common Eider,NA,"Fogo Island, Newfoundland, Canada",49.715417,-54.534061,North Atlantic Ocean,Adult,2013-2014,2013,2014,2014,2,26,0,0,No,Necropsy
Somateria mollissima,194,English et al. 2015,Common Eider,NA,"Fogo Island, Newfoundland, Canada",49.715417,-54.534061,North Atlantic Ocean,Subadult,2013-2014,2013,2014,2014,2,10,1,0.1,Yes,Necropsy
Somateria mollissima,195,English et al. 2015,Common Eider,NA,"Fogo Island, Newfoundland, Canada",49.715417,-54.534061,North Atlantic Ocean,Mixed,2013-2014,2013,2014,2014,2,12,0,0,No,Necropsy
Alca torda,647,Provencher et al. 2014,Razorbill,NA,"Notre Dame Bay, Newfoundland",49.653128,-54.757162,North Atlantic Ocean,Mixed,2004,2004,2004,2004,1,8,0,0,No,Necropsy
Fratercula arctica,39,Provencher et al. 2014,Atlantic Puffin,NA,"Bay of Exploits, Newfoundland",49.409666,-55.108579,North Atlantic Ocean,Adult,2004,2004,2004,2004,1,2,0,0,No,Necropsy
Fratercula arctica,40,Provencher et al. 2014,Atlantic Puffin,NA,"Bay of Exploits, Newfoundland",49.409666,-55.108579,North Atlantic Ocean,Subadult,2004,2004,2004,2004,1,14,1,0.07,Yes,Necropsy
Alca torda,646,Provencher et al. 2014,Razorbill,NA,"Bay of Exploits, Newfoundland",49.409666,-55.108579,North Atlantic Ocean,Adult,2004,2004,2004,2004,1,2,0,0,No,Necropsy
Hydrobates leucorhous,441,Day et al. 1984/Rothstein 1973,Leach's Storm-petrel,NA,"Gull Island, Newfoundland, Canada",49.4347828,-55.688298,North Pacific Ocean,Adult,1962,1962,1962,1962,1,7,1,0.14,Yes,Necropsy
Uria lomvia,935,Provencher et al. 2014,Thick-billed Murre,NA,"Harbour Breton, Newfoundland",47.477499,-55.825875,North Atlantic Ocean,Adult,2005,2005,2005,2005,1,7,0,0,No,Necropsy
Larus dominicanus,394,Lenzi et al. 2016,Kelp Gull,NA,"Isla de las Gaviotas, Uruguay",-34.902778,-56.104444,South Pacific Ocean,Mixed,2011-2013,2011,2013,2012,3,NA,NA,0.177,Yes,Bolus
Alle alle,472,Fife et al. 2015,Little Auk,NA,"White Bay, Newfoundland",49.961124,-56.445173,North Atlantic Ocean,Adult,2013,2013,2013,2013,1,65,9,0.14,Yes,Necropsy
Uria aalge,208,Bond et al. 2013,Common Murre,NA,Newfoundland,53.135509,-57.660436,North Atlantic Ocean,Adult,1996-1997,1996,1997,1997,2,60,1,0.02,Yes,Necropsy
Uria aalge,209,Bond et al. 2013,Common Murre,NA,Newfoundland,53.135509,-57.660436,North Atlantic Ocean,Adult,2011-2012,2011,2012,2012,2,11,1,0.09,Yes,Necropsy
Fulmarus glacialis,548,Avery-Gomm et al. 2018,Northern Fulmar,NA,"Labrador, Canada",53.135509,-57.660436,North Atlantic Ocean,Adult,2014-2015,2014,2014,2014,1,39,25,0.641,Yes,Necropsy
Fulmarus glacialis,549,Avery-Gomm et al. 2018,Northern Fulmar,NA,"Labrador, Canada",53.135509,-57.660436,North Atlantic Ocean,Adult,2014-2015,2015,2015,2015,1,31,30,0.968,Yes,Necropsy
Uria lomvia,926,Bond et al. 2013,Thick-billed Murre,NA,Newfoundland,53.135509,-57.660436,North Atlantic Ocean,Adult,1985-1986,1985,1986,1986,2,1249,100,0.08,Yes,Necropsy
Uria lomvia,927,Bond et al. 2013,Thick-billed Murre,NA,Newfoundland,53.135509,-57.660436,North Atlantic Ocean,Adult,1996-1997,1996,1997,1997,2,310,16,0.05,Yes,Necropsy
Uria lomvia,928,Bond et al. 2013,Thick-billed Murre,NA,Newfoundland,53.135509,-57.660436,North Atlantic Ocean,Adult,2011-2012,2011,2012,2012,2,32,3,0.09,Yes,Necropsy
Daption capense,169,Creet et al. 1994,Cape Petrel,Daption capense,"King George Is, Antarctica",-61.995046,-58.007861,Southern Ocean,Adult,1990-1991,1990,1991,1991,2,18,6,0.36,Yes,Lavage
Fulmarus glacialis,565,Mallory et al. 2006,Northern Fulmar,Fulmarus galacialis,Canadian High Arctic,67.316667,-58.483333,Arctic Ocean,Adult,2002,2002,2002,2002,1,42,15,0.36,Yes,Necropsy
Calonectris borealis,224,Bond et al. 2014,Cory's Shearwater,NA,Sable Island,43.933721,-59.914914,North Atlantic Ocean,Adult,2003-2005,2003,2005,2004,3,3,0,0,No,Necropsy
Ardenna gravis,320,Bond et al. 2014,Great Shearwater,NA,Sable Island,43.933721,-59.914914,North Atlantic Ocean,Adult,2000-2011,2000,2011,2006,12,84,74,0.881,Yes,Necropsy
Fulmarus glacialis,553,Bond et al. 2014,Northern Fulmar,NA,Sable Island,43.933721,-59.914914,North Atlantic Ocean,Adult,2001-2012,2001,2012,2007,12,176,164,0.932,Yes,Necropsy
Ardenna grisea,794,Bond et al. 2014,Sooty Shearwater,NA,Sable Island,43.933721,-59.914914,North Atlantic Ocean,Adult,2000-2011,2000,2011,2006,12,50,36,0.72,Yes,Necropsy
Melanitta perspicillata,923,Provencher et al. 2014,Surf Scoter,NA,"Nain, Labrador",56.541682,-61.696889,North Atlantic Ocean,Adult,2006,2006,2006,2006,1,38,0,0,No,Necropsy
Fulmarus glacialis,570,Provencher et al. 2009,Northern Fulmar,NA,Cape Searle,67.233333,-62.466667,Arctic Ocean,Adult,2008,2008,2008,2008,1,5,4,0.8,Yes,Necropsy
Fulmarus glacialis,571,Provencher et al. 2009,Northern Fulmar,NA,Cape Searle,67.233333,-62.466667,Arctic Ocean,Subadult,2008,2008,2008,2008,1,10,9,0.9,Yes,Necropsy
Daption capense,161,Ainley et al. 1990a,Cape Petrel,NA,Drake Passage,-60.311783,-63.40971,Southern Ocean,Adult,1987,1987,1987,1987,1,20,1,0.05,Yes,Necropsy
Pygoscelis adeliae,3,Ainley et al. 1990a,Adelie Penguin,NA,"Palmer Station, Anvers Island, Antarctica",-64.588063,-63.583066,Southern Ocean,Subadult/Adult,1976-1988,1986,1987,1987,2,60,0,0,No,Lavage
Leucocarbo atriceps,385,Ainley et al. 1990a,Imperial Shag,NA,"Palmer Station, Anvers Island, Antarctica",-64.588063,-63.583066,Southern Ocean,Subadult/Adult,1976-1988,1986,1987,1987,2,30,0,0,No,Bolus
Leucocarbo atriceps,386,Ainley et al. 1990a,Imperial Shag,NA,"Palmer Station, Anvers Island, Antarctica",-64.588063,-63.583066,Southern Ocean,Subadult/Adult,1976-1988,1986,1987,1987,2,45,0,0,No,Bolus
Thalassoica antarctica,13,Ainley et al. 1990a,Antarctic Petrel,NA,Drake Passage,-63.339181,-64.569945,Southern Ocean,Subadult/Adult,1976-1988,1986,1987,1987,2,25,0,0,No,Necropsy
Sterna vittata,21,Ainley et al. 1990a,Antarctic Tern,NA,Drake Passage,-63.339181,-64.569945,Southern Ocean,Subadult/Adult,1976-1988,1986,1987,1987,2,12,0,0,No,Necropsy
Daption capense,165,Ainley et al. 1990a,Cape Petrel,NA,Drake Passage,-63.339181,-64.569945,Southern Ocean,Subadult/Adult,1976-1988,1986,1987,1987,2,20,1,0.05,Yes,Necropsy
Pygoscelis papua,302,Ainley et al. 1990a,Gentoo Penguin,NA,Drake Passage,-63.339181,-64.569945,Southern Ocean,Subadult/Adult,1976-1988,1986,1987,1987,2,5,0,0,No,Lavage
Larus dominicanus,393,Ainley et al. 1990a,Kelp Gull,NA,Drake Passage,-63.339181,-64.569945,Southern Ocean,Subadult/Adult,1976-1988,1986,1987,1987,2,15,0,0,No,Necropsy
Pagodroma nivea,778,Ainley et al. 1990a,Snow Petrel,NA,Drake Passage,-63.339181,-64.569945,Southern Ocean,Subadult/Adult,1976-1988,1986,1987,1987,2,77,0,0,No,Necropsy
Fulmarus glacialoides,893,Ainley et al. 1990a,Southern Fulmar,NA,Drake Passage,-63.339181,-64.569945,Southern Ocean,Subadult/Adult,1976-1988,1986,1987,1987,2,4,0,0,No,Necropsy
Macronectes giganteus,901,Ainley et al. 1990a,Southern Giant Petrel,NA,Drake Passage,-63.339181,-64.569945,Southern Ocean,Subadult/Adult,1976-1988,1986,1987,1987,2,5,0,0,No,Necropsy
Macronectes giganteus,905,Copello & Quintana 2003,Southern Giant Petrel,NA,"Isla Arce, Patagonia Shelf, Argentina",-45,-65.5,South Pacific Ocean,Nest-bound,2002,2002,2002,2002,1,73,48,0.66,Yes,Bolus
Ardenna gravis,323,Brown et al. 1981,Great Shearwater,NA,"Briar Island, Canada",44.254429,-66.368281,North Atlantic Ocean,Adult,1974-1975,1974,1975,1975,2,62,24,0.387,Yes,Necropsy
Ardenna grisea,797,Brown et al. 1981,Sooty Shearwater,NA,"Briar Island, Canada",44.254429,-66.368281,North Atlantic Ocean,Adult,1974-1975,1974,1975,1975,2,30,5,0.167,Yes,Necropsy
Hydrobates leucorhous,442,Day et al. 1984/Rothstein 1973,Leach's Storm-petrel,NA,"Kent Island, New Brunswick, Canada",44.5807491,-66.7556847,North Pacific Ocean,Nest-bound,1964,1964,1964,1964,1,8,2,0.25,Yes,Necropsy
Hydrobates leucorhous,443,Day et al. 1984/Rothstein 1973,Leach's Storm-petrel,NA,"Kent Island, New Brunswick, Canada",44.5807491,-66.7556847,North Pacific Ocean,Adult,1964,1964,1964,1964,1,7,4,0.57,Yes,Necropsy
Morus bassanus,595,Pierce et al. 2004,Northern Gannet,NA,"Cape Cod, Massachusetts",41.66879,-70.296241,North Atlantic Ocean,Adult,2004,2004,2004,2004,1,1,1,1,Yes,Necropsy
Ardenna gravis,332,Powers and Van Ga 1979,Great Shearwater,Puffinus gravis,Massachusetts,42.407211,-71.382437,North Atlantic Ocean,Mixed,1977,1977,1977,1977,1,NA,NA,NA,Yes,Regurgitation
Spheniscus humboldti,382,Ryan 1987,Humboldt Penguin,NA,Chile,-35.675147,-71.542969,South Pacific Ocean,Mixed,1979-1985,1979,1985,1982,7,30,0,0,No,Necropsy
Pelecanoides magellani,488,Ryan 1987,Magellanic Diving-petrel,NA,Chile,-35.675147,-71.542969,South Pacific Ocean,Mixed,1979-1985,1979,1985,1982,7,1,0,0,No,Necropsy
Spheniscus magellanicus,493,Ryan 1987,Magellanic Penguin,NA,Chile,-35.675147,-71.542969,South Pacific Ocean,Mixed,1979-1985,1979,1985,1982,7,35,0,0,No,Necropsy
Calonectris borealis,230,Rodrigues et al. 2012,Cory's Shearwater,NA,Canary Is,40.751612,-73.975357,North Atlantic Ocean,Nest-bound,2009-2011,2009,2011,2010,3,85,71,0.84,Yes,Necropsy
Hydrobates markhami,521,Garcia-Godos et al. 2002,Markham's Storm-petrel,Oceanodroma markhami,"Paracas Peninsula and La Vieja Island, central Peru",-14.132631,-76.320999,South Pacific Ocean,Adult,1996-2000,1996,2000,1998,5,95,3,0.03,Yes,Lavage
Somateria mollissima,197,Provencher et al. 2014,Common Eider,NA,"Cape Dorset, Nunavut",64.230375,-76.540963,Arctic Ocean,Adult,2011,2011,2011,2011,1,100,1,0.01,Yes,Necropsy
Somateria mollissima,201,Provencher et al. 2014,Common Eider,NA,"Cape Dorset, Nunavut",64.230375,-76.540963,Arctic Ocean,Adult,2000-2002,2000,2002,2001,3,108,0,0,No,Necropsy
Somateria spectabilis,410,Provencher et al. 2014,King Eider,NA,"Cape Dorset, Nunavut",64.230375,-76.540963,Arctic Ocean,Adult,2001,2001,2001,2001,1,3,0,0,No,Necropsy
Somateria spectabilis,411,Provencher et al. 2014,King Eider,NA,"Cape Dorset, Nunavut",64.230375,-76.540963,Arctic Ocean,Adult,2011,2011,2011,2011,1,10,0,0,No,Necropsy
Somateria mollissima,199,Provencher et al. 2014,Common Eider,NA,"Belcher Is, Nunavut",56.622294,-78.794321,Arctic Ocean,Mixed,1998-2003,1998,2003,2001,6,388,0,0,No,Necropsy
Clangula hyemalis,482,Provencher et al. 2014,Long-tailed Duck,NA,"Belcher Is, Nunavut",56.622294,-78.794321,Arctic Ocean,Mixed,1998-1999,1998,1999,1999,2,27,0,0,No,Necropsy
Melanitta deglandi,1679,Holland et al. 2016,White-winged Scoter,NA,"Ontario, Canada",43.3252778,-79.79888889,North Atlantic Ocean,Adult,NA,NA,NA,NA,NA,16,1,0.0625,Yes,Necropsy
Calonectris borealis,227,Moser and Lee 1992,Cory's Shearwater,NA,Western North Atlantic,28.389208,-80.605536,North Atlantic Ocean,Adult,1975-1989,1975,1989,1982,15,147,37,0.25,Yes,Necropsy
Ardenna gravis,330,Moser and Lee 1992,Great Shearwater,NA,Western North Atlantic,28.389208,-80.605536,North Atlantic Ocean,Adult,1975-1989,1975,1989,1982,15,55,35,0.636,Yes,Necropsy
Fulmarus glacialis,566,Moser and Lee 1992,Northern Fulmar,NA,Western North Atlantic,28.389208,-80.605536,North Atlantic Ocean,Adult,1975-1989,1975,1989,1982,15,44,38,0.864,Yes,Necropsy
Ardenna grisea,803,Moser and Lee 1992,Sooty Shearwater,NA,Western North Atlantic,28.389208,-80.605536,North Atlantic Ocean,Adult,1975-1989,1975,1989,1982,15,5,2,0.4,Yes,Necropsy
Ardenna gravis,333,Provencher et al. 2014,Great Shearwater,NA,Eastern US (Massachusetts-S. Carolina),35.201228,-80.842942,North Atlantic Ocean,Adult,2005-2008,2005,2008,2007,4,17,12,0.71,Yes,Necropsy
Uria lomvia,937,Provencher et al. 2014,Thick-billed Murre,NA,"Coats Is, Nunavut",62.4682,-83.104161,Arctic Ocean,Adult,2006,2006,2006,2006,1,16,0,0,No,Necropsy
Phoebastria immutabilis,420,Fry et al. 1987,Laysan Albatross,NA,Midway & Oahu,38.150908,-84.683834,North Atlantic Ocean,Adult,1982-1983,1982,1983,1983,2,4,2,0.5,Yes,Necropsy
Phoebastria immutabilis,421,Fry et al. 1987,Laysan Albatross,NA,Midway & Oahu,38.150908,-84.683834,North Atlantic Ocean,Nest-bound,1982-1983,1982,1983,1983,2,50,44,0.875,Yes,Necropsy
Fregata magnificens,500,Lavers pers. obs.,Magnificent Frigatebird,NA,St. Vincent,39.989602,-85.916289,North Atlantic Ocean,Adult,2014,2014,2014,2014,1,1,1,1,Yes,NA
Pygoscelis adeliae,1,Ainley et al. 1990a,Adelie Penguin,NA,Ross Sea,-70.899816,-89.13946,Southern Ocean,Subadult/Adult,1976-1988,1976,1980,1978,5,5,0,0,No,Necropsy
Thalassoica antarctica,11,Ainley et al. 1990a,Antarctic Petrel,NA,Ross Sea,-70.899816,-89.13946,Southern Ocean,Subadult/Adult,1976-1988,1976,1980,1978,5,40,1,0.02,Yes,Necropsy
Pachyptila vittata,115,Ainley et al. 1990a,Broad-billed Prion,NA,Ross Sea,-70.899816,-89.13946,Southern Ocean,Subadult/Adult,1976-1988,1976,1980,1978,5,3,2,0.67,Yes,Necropsy
Daption capense,163,Ainley et al. 1990a,Cape Petrel,NA,Ross Sea,-70.899816,-89.13946,Southern Ocean,Subadult/Adult,1976-1988,1976,1980,1978,5,50,2,0.04,Yes,Necropsy
Phoebetria palpebrata,465,Ainley et al. 1990a,Light-mantled Albatross,NA,Ross Sea,-70.899816,-89.13946,Southern Ocean,Subadult/Adult,1976-1988,1976,1980,1978,5,2,0,0,No,Necropsy
Pterodroma inexpectata,536,Ainley et al. 1990a,Mottled Petrel,NA,Ross Sea,-70.899816,-89.13946,Southern Ocean,Subadult/Adult,1976-1988,1976,1980,1978,5,4,0,0,No,Necropsy
Pagodroma nivea,776,Ainley et al. 1990a,Snow Petrel,NA,Ross Sea,-70.899816,-89.13946,Southern Ocean,Subadult/Adult,1976-1988,1976,1980,1978,5,108,0,0,No,Necropsy
Stercorarius maccormicki,887,Ainley et al. 1990a,South Polar Skua,NA,Ross Sea,-70.899816,-89.13946,Southern Ocean,Subadult/Adult,1976-1988,1976,1980,1978,5,25,0,0,No,Necropsy
Fulmarus glacialoides,891,Ainley et al. 1990a,Southern Fulmar,NA,Ross Sea,-70.899816,-89.13946,Southern Ocean,Subadult/Adult,1976-1988,1976,1980,1978,5,13,0,0,No,Necropsy
Macronectes giganteus,899,Ainley et al. 1990a,Southern Giant Petrel,NA,Ross Sea,-70.899816,-89.13946,Southern Ocean,Subadult/Adult,1976-1988,1976,1980,1978,5,2,0,0,No,Necropsy
Oceanites oceanicus,1064,Ainley et al. 1990a,Wilson's Storm-petrel,NA,Ross Sea,-70.899816,-89.13946,Southern Ocean,Subadult/Adult,1976-1988,1976,1980,1978,5,27,10,0.37,Yes,Necropsy
Fulmarus glacialis,564,Mallory 2008,Northern Fulmar,NA,Cape Vera,76.271246,-89.254273,Arctic Ocean,Adult,2004,2004,2004,2004,1,102,32,0.31,Yes,Necropsy
Phoebastria irrorata,975,Anderson et al. 2008,Waved Albatross,NA,Isla Espanola Galapogas,-1.381583,-89.670787,South Pacific Ocean,Nest-bound,2007,2007,2007,2007,1,40,3,0.07,Yes,Necropsy
Rissa tridactyla,94,Day et al. 1984,Black-legged Kittiwake,NA,Canadian Arctic,75,-90,Arctic Ocean,Mixed,1978-1979,1978,1979,1979,2,50,6,0.12,Yes,NA
Fulmarus glacialis,555,Day et al. 1984,Northern Fulmar,NA,Canadian Arctic,75,-90,Arctic Ocean,Adult,1978-1979,1978,1979,1979,2,214,86,0.4,Yes,Necropsy
Uria lomvia,929,Day et al. 1984,Thick-billed Murre,NA,Canadian Arctic,75,-90,Arctic Ocean,Mixed,1978-1979,1978,1979,1979,2,283,3,0.01,Yes,NA
Uria lomvia,934,Provencher et al. 2010,Thick-billed Murre,NA,eastern Canadian Arctic,75,-90,Arctic Ocean,Adult,2007-2008,2007,2008,2008,2,186,20,0.11,Yes,Necropsy
Cepphus grylle,62,Poon et al. 2017,Black Guillemot,NA,"Prince Leopold Is, Canadian Arctic",74.04176,-90.032616,Arctic Ocean,Adult,2013,2013,2013,2013,1,3,0,0,No,Necropsy
Rissa tridactyla,98,Poon et al. 2017,Black-legged Kittiwake,NA,"Prince Leopold Is, Canadian Arctic",74.04176,-90.032616,Arctic Ocean,Adult,2013,2013,2013,2013,1,11,1,0.09,Yes,Necropsy
Fulmarus glacialis,568,Poon et al. 2017,Northern Fulmar,NA,"Prince Leopold Is, Canadian Arctic",74.04176,-90.032616,Arctic Ocean,Adult,2008,2008,2008,2008,1,10,8,0.8,Yes,Necropsy
Fulmarus glacialis,569,Poon et al. 2017,Northern Fulmar,NA,"Prince Leopold Is, Canadian Arctic",74.04176,-90.032616,Arctic Ocean,Adult,2013,2013,2013,2013,1,9,8,0.89,Yes,Necropsy
Fulmarus glacialis,572,Provencher et al. 2009,Northern Fulmar,NA,"Prince Leopold Is, Canadian Arctic",74.04176,-90.032616,Arctic Ocean,Adult,2008,2008,2008,2008,1,4,3,0.75,Yes,Necropsy
Fulmarus glacialis,573,Provencher et al. 2009,Northern Fulmar,NA,"Prince Leopold Is, Canadian Arctic",74.04176,-90.032616,Arctic Ocean,Subadult,2008,2008,2008,2008,1,6,5,0.8333,Yes,Necropsy
Uria lomvia,932,Poon et al. 2017,Thick-billed Murre,NA,"Prince Leopold Is, Canadian Arctic",74.04176,-90.032616,Arctic Ocean,Adult,2008,2008,2008,2008,1,10,0,0,No,Necropsy
Uria lomvia,933,Poon et al. 2017,Thick-billed Murre,NA,"Prince Leopold Is, Canadian Arctic",74.04176,-90.032616,Arctic Ocean,Adult,2013,2013,2013,2013,1,10,0,0,No,Necropsy
Thalassarche chrysostoma,364,Nel et al. 2000,Grey-headed Albatross,NA,Marion Island,42.033279,-91.596896,North Atlantic Ocean,Nest-bound,1997-1998,1997,1998,1998,2,14,1,0.1,Yes,Regurgitation
Macronectes giganteus,906,Nel et al. 1999,Southern Giant Petrel,NA,"Coast of Rio Grande do Sul, Brazil",42.033279,-91.596896,North Atlantic Ocean,Adult,1996-1998,1996,1998,1997,3,2,2,1,Yes,Necropsy
Diomedea exulans,972,Nel et al. 1999,Wandering Albatross,NA,Marion Island,42.033279,-91.596896,North Atlantic Ocean,Nest-bound,1996-1998,1996,1998,1997,3,3,3,1,Yes,Necropsy
Procellaria aequinoctialis,1032,Nel et al. 1999,White-chinned Petrel,NA,"Benguela Current, SA",42.033279,-91.596896,North Atlantic Ocean,Nest-bound,1996-1998,1996,1998,1997,3,2,2,1,Yes,Necropsy
