,Reference,DOI,CodeCitation,Year,Ecosystem,Habitat,Country,Biological.group,Mean_size,UIS,ML,Size_variance,Variance_type,Min_length,Max_length,Starting_month,Starting_year,Final_month,Final_year,Sampling_frequency,Sampling_method,Organ_content,N.sampling.unit,N.organisms,TotalMiP,TotalMeP,TotalMaP,TotalPD,FO_PD,NF_PD,FW_PD,Dead,Fragments,Fibers_thread,Pellets,Beads_granule,Foam,Film_sheet,Paintchips,Other_types,Type_unit,Average.Size_PD,Min.Size_PD,Max.size_PD,Size.variance_PD,Variance_type.1,Size_unit,Area_PD,Area_unit,Mass_PD,Volume_PD,Blue,White,Transparent,Gray,Black,Yellow,Brown,PinkPurple,Orange,Red,Green,Colored,Other_colors,Color_unit,Polymer1,Polymer1.items,Polymer2,Polymer2.items,Polymer3,Polymer3.items,Polymer4,Polymer4.items,Polymer5,Polymer5.items,Polymer6,Polymer6.items,Polymer7,Polymer7.items,Polymer8,Polymer8.items,Polymer9,Polymer9.items,Polymer10,Polymer10.items,Polymer11,Polymer11.items,Polymer12,Polymer12.items,Other_Polymers,Other_PolymersItems,Polymer_unit,QAQC_protocol,Extraction_method,Polymeric_analysis,Obs,species,kingdom,subkingdom,infrakingdom,class,order,family,genus,phylum,Lat,Lon,common.name,TotalP
315,"Avery-Gomm et al., 2013",10.1016/j.marpolbul.2013.04.021,MPB00168,2013,Coastal Waters,Bay,USA,Birds,NA,,,NA,,NA,NA,April,2007,April,2007,Occasionally,Necropsy,Stomach,2,2,NA,NA,NA,0,0,NA,NA,Yes,0,0,0,0,0,0,0,0,,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,,Bucephala islandica,Animalia,Bilateria,Deuterostomia,Aves,Anseriformes,Anatidae,Bucephala,Chordata,47.3408,-122.2047,Barrow's goldeneye,0
316,"Avery-Gomm et al., 2013",10.1016/j.marpolbul.2013.04.021,MPB00168,2013,Coastal Waters,Bay,USA,Birds,NA,,,NA,,NA,NA,April,2007,April,2007,Occasionally,Necropsy,Stomach,2,2,NA,NA,NA,0,0,NA,NA,Yes,0,0,0,0,0,0,0,0,,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,,Bucephala islandica,Animalia,Bilateria,Deuterostomia,Aves,Anseriformes,Anatidae,Bucephala,Chordata,47.265,-122.2735,Barrow's goldeneye,0
317,"Avery-Gomm et al., 2013",10.1016/j.marpolbul.2013.04.021,MPB00168,2013,Coastal/Island,Coastal/Island,Canada,Birds,NA,,,NA,,NA,NA,July,2006,September,2010,Occasionally,Necropsy,Stomach,10,10,NA,NA,NA,0,0,NA,NA,Yes,0,0,0,0,0,0,0,0,,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,,Cepphus columba,Animalia,Bilateria,Deuterostomia,Aves,Charadriiformes,Alcidae,Cepphus,Chordata,51.0193,-127.4508,,0
318,"Avery-Gomm et al., 2013",10.1016/j.marpolbul.2013.04.021,MPB00168,2013,Coastal/Island,Coastal/Island,Canada,Birds,NA,,,NA,,NA,NA,July,2006,September,2010,Occasionally,Necropsy,Stomach,10,10,NA,NA,NA,0,0,NA,NA,Yes,0,0,0,0,0,0,0,0,,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,,Cepphus columba,Animalia,Bilateria,Deuterostomia,Aves,Charadriiformes,Alcidae,Cepphus,Chordata,49.0834,-123.0512,,0
319,"Avery-Gomm et al., 2013",10.1016/j.marpolbul.2013.04.021,MPB00168,2013,Coastal/Island,Coastal/Island,Canada,Birds,NA,,,NA,,NA,NA,July,2006,September,2010,Occasionally,Necropsy,Stomach,10,10,NA,NA,NA,0,0,NA,NA,Yes,0,0,0,0,0,0,0,0,,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,,Cepphus columba,Animalia,Bilateria,Deuterostomia,Aves,Charadriiformes,Alcidae,Cepphus,Chordata,49.0206,-122.5623,,0
320,"Avery-Gomm et al., 2013",10.1016/j.marpolbul.2013.04.021,MPB00168,2013,Coastal/Island,Coastal/Island,Canada,Birds,NA,,,NA,,NA,NA,July,2006,September,2010,Occasionally,Necropsy,Stomach,10,10,NA,NA,NA,0,0,NA,NA,Yes,0,0,0,0,0,0,0,0,,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,,Cepphus columba,Animalia,Bilateria,Deuterostomia,Aves,Charadriiformes,Alcidae,Cepphus,Chordata,48.283,-123.1647,,0
321,"Avery-Gomm et al., 2013",10.1016/j.marpolbul.2013.04.021,MPB00168,2013,Coastal/Island,Coastal/Island,Canada,Birds,NA,,,NA,,NA,NA,July,2006,September,2010,Occasionally,Necropsy,Stomach,10,10,NA,NA,NA,0,0,NA,NA,Yes,0,0,0,0,0,0,0,0,,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,,Cepphus columba,Animalia,Bilateria,Deuterostomia,Aves,Charadriiformes,Alcidae,Cepphus,Chordata,48.2335,-124.4416,,0
322,"Avery-Gomm et al., 2013",10.1016/j.marpolbul.2013.04.021,MPB00168,2013,Coastal/Island,Coastal/Island,Canada,Birds,NA,,,NA,,NA,NA,July,2006,October,2010,Occasionally,Necropsy,Stomach,32,32,NA,NA,NA,0,0,NA,NA,Yes,0,0,0,0,0,0,0,0,,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,Geographic coordinate estimated,Cerorhinca monocerata,Animalia,Bilateria,Deuterostomia,Aves,Charadriiformes,Alcidae,Cerorhinca,Chordata,54.3718,-130.27594,Rhinoceros auklet,0
323,"Avery-Gomm et al., 2013",10.1016/j.marpolbul.2013.04.021,MPB00168,2013,Coastal/Island,Coastal/Island,Canada,Birds,NA,,,NA,,NA,NA,July,2006,October,2010,Occasionally,Necropsy,Stomach,32,32,NA,NA,NA,0,0,NA,NA,Yes,0,0,0,0,0,0,0,0,,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,Geographic coordinate estimated,Cerorhinca monocerata,Animalia,Bilateria,Deuterostomia,Aves,Charadriiformes,Alcidae,Cerorhinca,Chordata,54.3397,-130.2917,Rhinoceros auklet,0
324,"Avery-Gomm et al., 2013",10.1016/j.marpolbul.2013.04.021,MPB00168,2013,Coastal/Island,Coastal/Island,Canada,Birds,NA,,,NA,,NA,NA,July,2006,October,2010,Occasionally,Necropsy,Stomach,32,32,NA,NA,NA,0,0,NA,NA,Yes,0,0,0,0,0,0,0,0,,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,Geographic coordinate estimated,Cerorhinca monocerata,Animalia,Bilateria,Deuterostomia,Aves,Charadriiformes,Alcidae,Cerorhinca,Chordata,50.4522,-127.2061,Rhinoceros auklet,0
325,"Avery-Gomm et al., 2013",10.1016/j.marpolbul.2013.04.021,MPB00168,2013,Coastal/Island,Coastal/Island,Canada,Birds,NA,,,NA,,NA,NA,July,2006,October,2010,Occasionally,Necropsy,Stomach,32,32,NA,NA,NA,0,0,NA,NA,Yes,0,0,0,0,0,0,0,0,,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,Geographic coordinate estimated,Cerorhinca monocerata,Animalia,Bilateria,Deuterostomia,Aves,Charadriiformes,Alcidae,Cerorhinca,Chordata,49.0206,-122.5623,Rhinoceros auklet,0
326,"Avery-Gomm et al., 2013",10.1016/j.marpolbul.2013.04.021,MPB00168,2013,Coastal/Island,Coastal/Island,Canada,Birds,NA,,,NA,,NA,NA,July,2006,October,2010,Occasionally,Necropsy,Stomach,32,32,NA,NA,NA,0,0,NA,NA,Yes,0,0,0,0,0,0,0,0,,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,Geographic coordinate estimated,Cerorhinca monocerata,Animalia,Bilateria,Deuterostomia,Aves,Charadriiformes,Alcidae,Cerorhinca,Chordata,48.3135,-122.5413,Rhinoceros auklet,0
327,"Avery-Gomm et al., 2013",10.1016/j.marpolbul.2013.04.021,MPB00168,2013,Coastal/Island,Coastal/Island,Canada,Birds,NA,,,NA,,NA,NA,July,2006,October,2010,Occasionally,Necropsy,Stomach,32,32,NA,NA,NA,0,0,NA,NA,Yes,0,0,0,0,0,0,0,0,,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,Geographic coordinate estimated,Cerorhinca monocerata,Animalia,Bilateria,Deuterostomia,Aves,Charadriiformes,Alcidae,Cerorhinca,Chordata,48.0741,-122.4601,Rhinoceros auklet,0
328,"Avery-Gomm et al., 2013",10.1016/j.marpolbul.2013.04.021,MPB00168,2013,Coastal/Island,Coastal/Island,Canada,Birds,NA,,,NA,,NA,NA,July,2006,October,2010,Occasionally,Necropsy,Stomach,32,32,NA,NA,NA,0,0,NA,NA,Yes,0,0,0,0,0,0,0,0,,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,Geographic coordinate estimated,Cerorhinca monocerata,Animalia,Bilateria,Deuterostomia,Aves,Charadriiformes,Alcidae,Cerorhinca,Chordata,48.0737,-122.5547,Rhinoceros auklet,0
329,"Avery-Gomm et al., 2013",10.1016/j.marpolbul.2013.04.021,MPB00168,2013,Coastal/Island,Coastal/Island,Canada,Birds,NA,,,NA,,NA,NA,July,2006,October,2010,Occasionally,Necropsy,Stomach,32,32,NA,NA,NA,0,0,NA,NA,Yes,0,0,0,0,0,0,0,0,,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,Geographic coordinate estimated,Cerorhinca monocerata,Animalia,Bilateria,Deuterostomia,Aves,Charadriiformes,Alcidae,Cerorhinca,Chordata,47.4028,-124.2907,Rhinoceros auklet,0
330,"Avery-Gomm et al., 2013",10.1016/j.marpolbul.2013.04.021,MPB00168,2013,Coastal/Island,Coastal/Island/Península,USA,Birds,NA,,,NA,,NA,NA,August,2009,August,2009,Occasionally,Necropsy,Stomach,1,1,NA,NA,NA,0,0,NA,NA,Yes,0,0,0,0,0,0,0,0,,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,,Fratercula cirrhata,Animalia,Bilateria,Deuterostomia,Aves,Charadriiformes,Alcidae,Fratercula,Chordata,48.1907,-122.503,,0
331,"Avery-Gomm et al., 2013",10.1016/j.marpolbul.2013.04.021,MPB00168,2013,Coastal,Coastal-inlet,Canada,Birds,NA,,,NA,,NA,NA,September,2010,November,2010,Occasionally,Necropsy,Stomach,2,2,NA,NA,NA,0,0,NA,NA,Yes,0,0,0,0,0,0,0,0,,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,,Gavia immer,Animalia,Bilateria,Deuterostomia,Aves,Gaviiformes,Gaviidae,Gavia,Chordata,49.0308,-122.5302,great northern loon,0
332,"Avery-Gomm et al., 2013",10.1016/j.marpolbul.2013.04.021,MPB00168,2013,Coastal,Coastal-inlet,Canada,Birds,NA,,,NA,,NA,NA,September,2010,November,2010,Occasionally,Necropsy,Stomach,2,2,NA,NA,NA,0,0,NA,NA,Yes,0,0,0,0,0,0,0,0,,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,,Gavia immer,Animalia,Bilateria,Deuterostomia,Aves,Gaviiformes,Gaviidae,Gavia,Chordata,49.0206,-122.5623,great northern loon,0
333,"Avery-Gomm et al., 2013",10.1016/j.marpolbul.2013.04.021,MPB00168,2013,Coastal,Coastal-inlet,Canada,Birds,NA,,,NA,,NA,NA,February,2010,August,2010,Occasionally,Necropsy,Stomach,2,2,NA,NA,NA,0,0,NA,NA,Yes,0,0,0,0,0,0,0,0,,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,,Gavia pacifica,Animalia,Bilateria,Deuterostomia,Aves,Gaviiformes,Gaviidae,Gavia,Chordata,50.0203,-125.1621,Pacific loon,0
334,"Avery-Gomm et al., 2013",10.1016/j.marpolbul.2013.04.021,MPB00168,2013,Coastal,Coastal-inlet,Canada,Birds,NA,,,NA,,NA,NA,February,2010,August,2010,Occasionally,Necropsy,Stomach,2,2,NA,NA,NA,0,0,NA,NA,Yes,0,0,0,0,0,0,0,0,,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,,Gavia pacifica,Animalia,Bilateria,Deuterostomia,Aves,Gaviiformes,Gaviidae,Gavia,Chordata,49.0206,-122.5623,Pacific loon,0
335,"Avery-Gomm et al., 2013",10.1016/j.marpolbul.2013.04.021,MPB00168,2013,Coastal,Coastal-inlet,Canada,Birds,NA,,,NA,,NA,NA,July,2006,January,2010,Occasionally,Necropsy,Stomach,2,2,NA,NA,NA,0,0,NA,NA,Yes,0,0,0,0,0,0,0,0,,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,,Gavia stellata,Animalia,Bilateria,Deuterostomia,Aves,Gaviiformes,Gaviidae,Gavia,Chordata,54.016,-130.0822,red-throated loon,0
336,"Avery-Gomm et al., 2013",10.1016/j.marpolbul.2013.04.021,MPB00168,2013,Coastal,Coastal-inlet,Canada,Birds,NA,,,NA,,NA,NA,July,2006,January,2010,Occasionally,Necropsy,Stomach,2,2,NA,NA,NA,0,0,NA,NA,Yes,0,0,0,0,0,0,0,0,,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,,Gavia stellata,Animalia,Bilateria,Deuterostomia,Aves,Gaviiformes,Gaviidae,Gavia,Chordata,49.154,-123.065,red-throated loon,0
337,"Avery-Gomm et al., 2013",10.1016/j.marpolbul.2013.04.021,MPB00168,2013,Coastal,Coastal,Canada,Birds,NA,,,NA,,NA,NA,January,2010,January,2010,Occasionally,Necropsy,Stomach,1,1,NA,NA,NA,0,0,NA,NA,Yes,0,0,0,0,0,0,0,0,,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,,Histrionicus histrionicus,Animalia,Bilateria,Deuterostomia,Aves,Anseriformes,Anatidae,Histrionicus,Chordata,48.2542,-123.2156,harlequin duck,0
338,"Avery-Gomm et al., 2013",10.1016/j.marpolbul.2013.04.021,MPB00168,2013,Coastal/Island,Coastal/Island/Península,Canada,Birds,NA,,,NA,,NA,NA,November,2009,November,2010,Occasionally,Necropsy,Stomach,3,3,NA,NA,NA,1,33,NA,NA,Yes,0,0,0,0,0,0,0,1,Number,NA,,,NA,,,NA,,0.0173,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,,Larus glaucescens,Animalia,Bilateria,Deuterostomia,Aves,Charadriiformes,Laridae,Larus,Chordata,49.0308,-122.5302,glaucous-winged gull,1
339,"Avery-Gomm et al., 2013",10.1016/j.marpolbul.2013.04.021,MPB00168,2013,Coastal/Island,Coastal/Island/Península,Canada,Birds,NA,,,NA,,NA,NA,November,2009,November,2010,Occasionally,Necropsy,Stomach,3,3,NA,NA,NA,1,33,NA,NA,Yes,0,0,0,0,0,0,0,1,Number,NA,,,NA,,,NA,,0.0173,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,,Larus glaucescens,Animalia,Bilateria,Deuterostomia,Aves,Charadriiformes,Laridae,Larus,Chordata,49.0206,-122.5623,glaucous-winged gull,1
340,"Avery-Gomm et al., 2013",10.1016/j.marpolbul.2013.04.021,MPB00168,2013,Coastal/Island,Coastal/Island/Península,Canada,Birds,NA,,,NA,,NA,NA,November,2009,November,2010,Occasionally,Necropsy,Stomach,3,3,NA,NA,NA,1,33,NA,NA,Yes,0,0,0,0,0,0,0,1,Number,NA,,,NA,,,NA,,0.0173,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,,Larus glaucescens,Animalia,Bilateria,Deuterostomia,Aves,Charadriiformes,Laridae,Larus,Chordata,49.0041,-122.4917,glaucous-winged gull,1
341,"Avery-Gomm et al., 2013",10.1016/j.marpolbul.2013.04.021,MPB00168,2013,Coastal,Coastal,Canada,Birds,NA,,,NA,,NA,NA,January,2010,January,2010,Occasionally,Necropsy,Stomach,2,2,NA,NA,NA,0,0,NA,NA,Yes,0,0,0,0,0,0,0,0,,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,,Melanitta perspicillata,Animalia,Bilateria,Deuterostomia,Aves,Anseriformes,Anatidae,Melanitta,Chordata,49.2011,-123.1133,surf scoter,0
342,"Avery-Gomm et al., 2013",10.1016/j.marpolbul.2013.04.021,MPB00168,2013,Coastal,Coastal,Canada,Birds,NA,,,NA,,NA,NA,January,2010,January,2010,Occasionally,Necropsy,Stomach,2,2,NA,NA,NA,0,0,NA,NA,Yes,0,0,0,0,0,0,0,0,,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,,Melanitta perspicillata,Animalia,Bilateria,Deuterostomia,Aves,Anseriformes,Anatidae,Melanitta,Chordata,48.2529,-123.2503,surf scoter,0
343,"Avery-Gomm et al., 2013",10.1016/j.marpolbul.2013.04.021,MPB00168,2013,Island,Island,Canada,Birds,NA,,,NA,,NA,NA,October,2009,February,2010,Occasionally,Necropsy,Stomach,2,2,NA,NA,NA,0,0,NA,NA,Yes,0,0,0,0,0,0,0,0,,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,,Phalacrocorax auritus,Animalia,Bilateria,Deuterostomia,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,Chordata,49.4112,-124.5933,double-crested cormorant,0
344,"Avery-Gomm et al., 2013",10.1016/j.marpolbul.2013.04.021,MPB00168,2013,Island,Island,Canada,Birds,NA,,,NA,,NA,NA,October,2009,February,2010,Occasionally,Necropsy,Stomach,2,2,NA,NA,NA,0,0,NA,NA,Yes,0,0,0,0,0,0,0,0,,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,,Phalacrocorax auritus,Animalia,Bilateria,Deuterostomia,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,Chordata,49.3033,-124.3813,double-crested cormorant,0
345,"Avery-Gomm et al., 2013",10.1016/j.marpolbul.2013.04.021,MPB00168,2013,Island,Island,USA,Birds,NA,,,NA,,NA,NA,November,2009,November,2009,Occasionally,Necropsy,Stomach,1,1,NA,NA,NA,0,0,NA,NA,Yes,0,0,0,0,0,0,0,0,,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,Geographic coordinate estimated,Phalacrocorax pelagicus,Animalia,Bilateria,Deuterostomia,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,Chordata,48.33407315,-122.914342,,0
346,"Avery-Gomm et al., 2013",10.1016/j.marpolbul.2013.04.021,MPB00168,2013,Island,Island,Canada,Birds,NA,,,NA,,NA,NA,September,2009,September,2009,Occasionally,Necropsy,Stomach,1,1,NA,NA,NA,0,0,NA,NA,Yes,0,0,0,0,0,0,0,0,,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,,Podiceps grisegena,Animalia,Bilateria,Deuterostomia,Aves,Podicipediformes,Podicipedidae,Podiceps,Chordata,49.0123,-123.1303,,0
347,"Avery-Gomm et al., 2013",10.1016/j.marpolbul.2013.04.021,MPB00168,2013,Coastal,Coastal,Canada,Birds,NA,,,NA,,NA,NA,August,2010,August,2010,Occasionally,Necropsy,Stomach,1,1,NA,NA,NA,0,0,NA,NA,Yes,0,0,0,0,0,0,0,0,,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,,Ptychoramphus aleuticus,Animalia,Bilateria,Deuterostomia,Aves,Charadriiformes,Alcidae,Ptychoramphus,Chordata,49.154,-123.065,,0
348,"Avery-Gomm et al., 2013",10.1016/j.marpolbul.2013.04.021,MPB00168,2013,Coastal,Coastal,Canada,Birds,NA,,,NA,,NA,NA,May,2009,May,2009,Occasionally,Necropsy,Stomach,5,5,NA,NA,NA,0,0,NA,NA,Yes,0,0,0,0,0,0,0,0,,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,,Synthliboramphus antiquus,Animalia,Bilateria,Deuterostomia,Aves,Charadriiformes,Alcidae,Synthliboramphus,Chordata,53.4321,-131.4452,ancient murrelet,0
349,"Avery-Gomm et al., 2013",10.1016/j.marpolbul.2013.04.021,MPB00168,2013,Coastal,Coastal,Canada,Birds,NA,,,NA,,NA,NA,August,2006,September,2010,Occasionally,Necropsy,Stomach,37,37,NA,NA,NA,NA,2.7,NA,NA,Yes,0,0,0,0,0,0,0,1,Number,NA,,,NA,,,NA,,0.0093,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,Geographic coordinate estimated,Uria aalge,Animalia,Bilateria,Deuterostomia,Aves,Charadriiformes,Alcidae,Uria,Chordata,54.1625,-130.33156,common murre,0
350,"Avery-Gomm et al., 2013",10.1016/j.marpolbul.2013.04.021,MPB00168,2013,Coastal,Coastal,Canada,Birds,NA,,,NA,,NA,NA,August,2006,September,2010,Occasionally,Necropsy,Stomach,37,37,NA,NA,NA,NA,2.7,NA,NA,Yes,0,0,0,0,0,0,0,1,Number,NA,,,NA,,,NA,,0.0093,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,Geographic coordinate estimated,Uria aalge,Animalia,Bilateria,Deuterostomia,Aves,Charadriiformes,Alcidae,Uria,Chordata,49.62119351,-125.3700502,common murre,0
351,"Avery-Gomm et al., 2013",10.1016/j.marpolbul.2013.04.021,MPB00168,2013,Coastal,Coastal,Canada,Birds,NA,,,NA,,NA,NA,August,2006,September,2010,Occasionally,Necropsy,Stomach,37,37,NA,NA,NA,NA,2.7,NA,NA,Yes,0,0,0,0,0,0,0,1,Number,NA,,,NA,,,NA,,0.0093,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,Geographic coordinate estimated,Uria aalge,Animalia,Bilateria,Deuterostomia,Aves,Charadriiformes,Alcidae,Uria,Chordata,47.4755,-122.2953,common murre,0
